channel_id,z,element,shell,kappa,occupancy,file,n_rows,e0_min_keV,e0_max_keV,e_th_keV_bote,s_cert_min_A_inv,s_cert_max_A_inv,dataset_version
M2_Z76,76,Os,M2,1,2.0,F_M2_Z76.json,31,30.0,400.0,2.79059,14.00,16.00,5.0.0
M3_Z76,76,Os,M3,-2,4.0,F_M3_Z76.json,25,30.0,400.0,2.45137,14.00,16.00,5.0.0
M4_Z76,76,Os,M4,2,4.0,F_M4_Z76.json,27,30.0,400.0,2.04420,14.00,16.00,5.0.0
M5_Z76,76,Os,M5,-3,6.0,F_M5_Z76.json,29,30.0,400.0,1.97021,14.00,16.00,5.0.0
L1_Z77,77,Ir,L1,-1,2.0,F_L1_Z77.json,35,30.0,400.0,13.40250,14.00,16.00,5.0.0
L2_Z77,77,Ir,L2,1,2.0,F_L2_Z77.json,33,30.0,400.0,12.86560,14.00,16.00,5.0.0
L3_Z77,77,Ir,L3,-2,4.0,F_L3_Z77.json,31,30.0,400.0,11.22000,14.00,16.00,5.0.0
M1_Z77,77,Ir,M1,-1,2.0,F_M1_Z77.json,31,30.0,400.0,3.15212,14.00,16.00,5.0.0
M2_Z77,77,Ir,M2,1,2.0,F_M2_Z77.json,28,30.0,400.0,2.90669,14.00,16.00,5.0.0
M3_Z77,77,Ir,M3,-2,4.0,F_M3_Z77.json,25,30.0,400.0,2.54475,14.00,16.00,5.0.0
M4_Z77,77,Ir,M4,2,4.0,F_M4_Z77.json,29,30.0,400.0,2.12897,14.00,16.00,5.0.0
M5_Z77,77,Ir,M5,-3,6.0,F_M5_Z77.json,27,30.0,400.0,2.05023,14.00,16.00,5.0.0
L1_Z78,78,Pt,L1,-1,2.0,F_L1_Z78.json,33,30.0,400.0,13.86270,14.00,16.00,5.0.0
L2_Z78,78,Pt,L2,1,2.0,F_L2_Z78.json,35,30.0,400.0,13.31440,14.00,16.00,5.0.0
L3_Z78,78,Pt,L3,-2,4.0,F_L3_Z78.json,31,30.0,400.0,11.56650,14.00,16.00,5.0.0
M1_Z78,78,Pt,M1,-1,2.0,F_M1_Z78.json,30,30.0,400.0,3.27394,14.00,16.00,5.0.0
M2_Z78,78,Pt,M2,1,2.0,F_M2_Z78.json,30,30.0,400.0,3.02277,14.00,16.00,5.0.0
M3_Z78,78,Pt,M3,-2,4.0,F_M3_Z78.json,31,30.0,400.0,2.63686,14.00,16.00,5.0.0
M4_Z78,78,Pt,M4,2,4.0,F_M4_Z78.json,30,30.0,400.0,2.21238,14.00,16.00,5.0.0
M5_Z78,78,Pt,M5,-3,6.0,F_M5_Z78.json,29,30.0,400.0,2.12865,14.00,16.00,5.0.0
L1_Z79,79,Au,L1,-1,2.0,F_L1_Z79.json,31,30.0,400.0,14.33720,14.00,16.00,5.0.0
L2_Z79,79,Au,L2,1,2.0,F_L2_Z79.json,34,30.0,400.0,13.77730,14.00,16.00,5.0.0
L3_Z79,79,Au,L3,-2,4.0,F_L3_Z79.json,32,30.0,400.0,11.92190,14.00,16.00,5.0.0
M1_Z79,79,Au,M1,-1,2.0,F_M1_Z79.json,32,30.0,400.0,3.40227,14.00,16.00,5.0.0
M2_Z79,79,Au,M2,1,2.0,F_M2_Z79.json,33,30.0,400.0,3.14526,14.00,16.00,5.0.0
M3_Z79,79,Au,M3,-2,4.0,F_M3_Z79.json,33,30.0,400.0,2.73407,14.00,16.00,5.0.0
M4_Z79,79,Au,M4,2,4.0,F_M4_Z79.json,32,30.0,400.0,2.30084,14.00,16.00,5.0.0
M5_Z79,79,Au,M5,-3,6.0,F_M5_Z79.json,30,30.0,400.0,2.21189,14.00,16.00,5.0.0
L1_Z80,80,Hg,L1,-1,2.0,F_L1_Z80.json,31,30.0,400.0,14.82680,14.00,16.00,5.0.0
L2_Z80,80,Hg,L2,1,2.0,F_L2_Z80.json,31,30.0,400.0,14.25520,14.00,16.00,5.0.0
L3_Z80,80,Hg,L3,-2,4.0,F_L3_Z80.json,31,30.0,400.0,12.28670,14.00,16.00,5.0.0
M1_Z80,80,Hg,M1,-1,2.0,F_M1_Z80.json,27,30.0,400.0,3.53771,14.00,16.00,5.0.0
M2_Z80,80,Hg,M2,1,2.0,F_M2_Z80.json,30,30.0,400.0,3.27481,14.00,16.00,5.0.0
M3_Z80,80,Hg,M3,-2,4.0,F_M3_Z80.json,30,30.0,400.0,2.83695,14.00,16.00,5.0.0
M4_Z80,80,Hg,M4,2,4.0,F_M4_Z80.json,30,30.0,400.0,2.39491,14.00,16.00,5.0.0
M5_Z80,80,Hg,M5,-3,6.0,F_M5_Z80.json,32,30.0,400.0,2.30049,14.00,16.00,5.0.0
L1_Z81,81,Tl,L1,-1,2.0,F_L1_Z81.json,37,30.0,400.0,15.33050,14.00,16.00,5.0.0
L2_Z81,81,Tl,L2,1,2.0,F_L2_Z81.json,30,30.0,400.0,14.74700,14.00,16.00,5.0.0
L3_Z81,81,Tl,L3,-2,4.0,F_L3_Z81.json,30,30.0,400.0,12.65960,14.00,16.00,5.0.0
M1_Z81,81,Tl,M1,-1,2.0,F_M1_Z81.json,31,30.0,400.0,3.67898,14.00,16.00,5.0.0
M2_Z81,81,Tl,M2,1,2.0,F_M2_Z81.json,32,30.0,400.0,3.41011,14.00,16.00,5.0.0
M3_Z81,81,Tl,M3,-2,4.0,F_M3_Z81.json,27,30.0,400.0,2.94414,14.00,16.00,5.0.0
M4_Z81,81,Tl,M4,2,4.0,F_M4_Z81.json,25,30.0,400.0,2.49322,14.00,16.00,5.0.0
M5_Z81,81,Tl,M5,-3,6.0,F_M5_Z81.json,30,30.0,400.0,2.39309,14.00,16.00,5.0.0
L1_Z82,82,Pb,L1,-1,2.0,F_L1_Z82.json,33,30.0,400.0,15.84640,14.00,16.00,5.0.0
L2_Z82,82,Pb,L2,1,2.0,F_L2_Z82.json,33,30.0,400.0,15.25090,14.00,16.00,5.0.0
L3_Z82,82,Pb,L3,-2,4.0,F_L3_Z82.json,32,30.0,400.0,13.03850,14.00,16.00,5.0.0
M1_Z82,82,Pb,M1,-1,2.0,F_M1_Z82.json,32,30.0,400.0,3.82405,14.00,16.00,5.0.0
M2_Z82,82,Pb,M2,1,2.0,F_M2_Z82.json,27,30.0,400.0,3.54912,14.00,16.00,5.0.0
M3_Z82,82,Pb,M3,-2,4.0,F_M3_Z82.json,31,30.0,400.0,3.05353,14.00,16.00,5.0.0
M4_Z82,82,Pb,M4,2,4.0,F_M4_Z82.json,34,30.0,400.0,2.59367,14.00,16.00,5.0.0
M5_Z82,82,Pb,M5,-3,6.0,F_M5_Z82.json,26,30.0,400.0,2.48756,14.00,16.00,5.0.0
L1_Z83,83,Bi,L1,-1,2.0,F_L1_Z83.json,29,30.0,400.0,16.37570,14.00,16.00,5.0.0
L2_Z83,83,Bi,L2,1,2.0,F_L2_Z83.json,34,30.0,400.0,15.76800,14.00,16.00,5.0.0
L3_Z83,83,Bi,L3,-2,4.0,F_L3_Z83.json,35,30.0,400.0,13.42440,14.00,16.00,5.0.0
M1_Z83,83,Bi,M1,-1,2.0,F_M1_Z83.json,31,30.0,400.0,3.97394,14.00,16.00,5.0.0
M2_Z83,83,Bi,M2,1,2.0,F_M2_Z83.json,31,30.0,400.0,3.69287,14.00,16.00,5.0.0
M3_Z83,83,Bi,M3,-2,4.0,F_M3_Z83.json,31,30.0,400.0,3.16608,14.00,16.00,5.0.0
M4_Z83,83,Bi,M4,2,4.0,F_M4_Z83.json,30,30.0,400.0,2.69721,14.00,16.00,5.0.0
M5_Z83,83,Bi,M5,-3,6.0,F_M5_Z83.json,33,30.0,400.0,2.58485,14.00,16.00,5.0.0
L1_Z84,84,Po,L1,-1,2.0,F_L1_Z84.json,31,30.0,400.0,16.91810,14.00,16.00,5.0.0
L2_Z84,84,Po,L2,1,2.0,F_L2_Z84.json,33,30.0,400.0,16.29790,14.00,16.00,5.0.0
L3_Z84,84,Po,L3,-2,4.0,F_L3_Z84.json,34,30.0,400.0,13.81640,14.00,16.00,5.0.0
M1_Z84,84,Po,M1,-1,2.0,F_M1_Z84.json,30,30.0,400.0,4.12794,14.00,16.00,5.0.0
M2_Z84,84,Po,M2,1,2.0,F_M2_Z84.json,36,30.0,400.0,3.84065,14.00,16.00,5.0.0
M3_Z84,84,Po,M3,-2,4.0,F_M3_Z84.json,32,30.0,400.0,3.28098,14.00,16.00,5.0.0
M4_Z84,84,Po,M4,2,4.0,F_M4_Z84.json,29,30.0,400.0,2.80304,14.00,16.00,5.0.0
M5_Z84,84,Po,M5,-3,6.0,F_M5_Z84.json,31,30.0,400.0,2.68415,14.00,16.00,5.0.0
L1_Z85,85,At,L1,-1,2.0,F_L1_Z85.json,32,30.0,400.0,17.47370,14.00,16.00,5.0.0
L2_Z85,85,At,L2,1,2.0,F_L2_Z85.json,31,30.0,400.0,16.84100,14.00,16.00,5.0.0
L3_Z85,85,At,L3,-2,4.0,F_L3_Z85.json,31,30.0,400.0,14.21470,14.00,16.00,5.0.0
M1_Z85,85,At,M1,-1,2.0,F_M1_Z85.json,33,30.0,400.0,4.28614,14.00,16.00,5.0.0
M2_Z85,85,At,M2,1,2.0,F_M2_Z85.json,31,30.0,400.0,3.99255,14.00,16.00,5.0.0
M3_Z85,85,At,M3,-2,4.0,F_M3_Z85.json,30,30.0,400.0,3.39827,14.00,16.00,5.0.0
M4_Z85,85,At,M4,2,4.0,F_M4_Z85.json,28,30.0,400.0,2.91119,14.00,16.00,5.0.0
M5_Z85,85,At,M5,-3,6.0,F_M5_Z85.json,31,30.0,400.0,2.78549,14.00,16.00,5.0.0
L1_Z86,86,Rn,L1,-1,2.0,F_L1_Z86.json,35,30.0,400.0,18.04260,14.00,16.00,5.0.0
L2_Z86,86,Rn,L2,1,2.0,F_L2_Z86.json,32,30.0,400.0,17.39750,14.00,16.00,5.0.0
L3_Z86,86,Rn,L3,-2,4.0,F_L3_Z86.json,33,30.0,400.0,14.61920,14.00,16.00,5.0.0
M1_Z86,86,Rn,M1,-1,2.0,F_M1_Z86.json,31,30.0,400.0,4.44855,14.00,16.00,5.0.0
M2_Z86,86,Rn,M2,1,2.0,F_M2_Z86.json,30,30.0,400.0,4.14868,14.00,16.00,5.0.0
M3_Z86,86,Rn,M3,-2,4.0,F_M3_Z86.json,27,30.0,400.0,3.51797,14.00,16.00,5.0.0
M4_Z86,86,Rn,M4,2,4.0,F_M4_Z86.json,30,30.0,400.0,3.02167,14.00,16.00,5.0.0
M5_Z86,86,Rn,M5,-3,6.0,F_M5_Z86.json,28,30.0,400.0,2.88888,14.00,16.00,5.0.0
