channel_id,z,element,shell,e0_keV,s_cert_A_inv,F_s0.0,F_s0.5,F_s1.0,F_s1.5,F_s2.0,F_s2.5,F_s3.0,F_s3.5,F_s4.0,F_s4.5,F_s5.0,F_s5.5,F_s6.0,F_s6.5,F_s7.0,F_s7.5,F_s8.0,dataset_version
M3_Z76,76,Os,M3,200.0,16.00,1.000000,0.696426,0.377609,0.170759,0.062033,0.020136,0.011541,0.013449,0.015454,0.015047,0.012916,0.010256,0.007827,0.005894,0.004444,0.003363,0.002543,5.0.0
M4_Z76,76,Os,M4,200.0,16.00,1.000000,0.604808,0.306220,0.139627,0.052229,0.012433,-0.002277,-0.005929,-0.005711,-0.004604,-0.003549,-0.002712,-0.002058,-0.001536,-0.001119,-0.000793,-0.000544,5.0.0
M5_Z76,76,Os,M5,200.0,16.00,1.000000,0.593417,0.295474,0.131388,0.046813,0.009300,-0.003978,-0.006888,-0.006319,-0.005024,-0.003829,-0.002868,-0.002108,-0.001506,-0.001039,-0.000687,-0.000434,5.0.0
L1_Z77,77,Ir,L1,200.0,16.00,1.000000,0.967535,0.881376,0.764579,0.637434,0.513444,0.400666,0.303395,0.223285,0.160122,0.112443,0.078055,0.054468,0.039212,0.030048,0.025087,0.022823,5.0.0
L2_Z77,77,Ir,L2,200.0,16.00,1.000000,0.965331,0.875790,0.759194,0.637094,0.521417,0.417802,0.328444,0.253652,0.192650,0.144054,0.106180,0.077262,0.055605,0.039675,0.028152,0.019940,5.0.0
L3_Z77,77,Ir,L3,200.0,16.00,1.000000,0.957439,0.851496,0.719808,0.587231,0.465569,0.359661,0.270928,0.198970,0.142348,0.099065,0.066907,0.043687,0.027401,0.016321,0.009026,0.004397,5.0.0
M1_Z77,77,Ir,M1,200.0,16.00,1.000000,0.787204,0.485652,0.251064,0.107490,0.040340,0.019030,0.016738,0.018203,0.017993,0.015813,0.012871,0.010162,0.008089,0.006630,0.005598,0.004809,5.0.0
M2_Z77,77,Ir,M2,200.0,16.00,1.000000,0.753341,0.450658,0.234695,0.106371,0.044975,0.022996,0.018299,0.018271,0.017915,0.016320,0.014006,0.011607,0.009481,0.007728,0.006312,0.005160,5.0.0
M3_Z77,77,Ir,M3,200.0,16.00,1.000000,0.706498,0.389547,0.180097,0.067171,0.021827,0.011516,0.013115,0.015451,0.015435,0.013517,0.010884,0.008375,0.006331,0.004780,0.003625,0.002752,5.0.0
M4_Z77,77,Ir,M4,200.0,16.00,1.000000,0.618422,0.319081,0.148915,0.057723,0.015014,-0.001431,-0.005884,-0.005929,-0.004853,-0.003761,-0.002885,-0.002203,-0.001661,-0.001226,-0.000881,-0.000615,5.0.0
M5_Z77,77,Ir,M5,200.0,16.00,1.000000,0.606932,0.308000,0.140259,0.051908,0.011577,-0.003324,-0.006953,-0.006603,-0.005319,-0.004080,-0.003075,-0.002279,-0.001648,-0.001153,-0.000777,-0.000500,5.0.0
L1_Z78,78,Pt,L1,200.0,16.00,1.000000,0.968985,0.886100,0.772649,0.647991,0.525402,0.413002,0.315260,0.234049,0.169387,0.120027,0.083963,0.058841,0.042279,0.032079,0.026353,0.023573,5.0.0
L2_Z78,78,Pt,L2,200.0,16.00,1.000000,0.967045,0.881184,0.768047,0.648275,0.533769,0.430397,0.340600,0.264900,0.202703,0.152775,0.113548,0.083344,0.060524,0.043583,0.031212,0.022312,5.0.0
L3_Z78,78,Pt,L3,200.0,16.00,1.000000,0.959281,0.856962,0.728274,0.597425,0.476388,0.370288,0.280798,0.207726,0.149808,0.105189,0.071759,0.047400,0.030146,0.018281,0.010376,0.005292,5.0.0
M1_Z78,78,Pt,M1,200.0,16.00,1.000000,0.795417,0.498278,0.263003,0.115659,0.044298,0.020174,0.016786,0.018252,0.018397,0.016484,0.013603,0.010806,0.008593,0.007011,0.005898,0.005067,5.0.0
M2_Z78,78,Pt,M2,200.0,16.00,1.000000,0.762866,0.463590,0.246202,0.114176,0.048994,0.024482,0.018679,0.018477,0.018314,0.016925,0.014703,0.012291,0.010096,0.008258,0.006767,0.005554,5.0.0
M3_Z78,78,Pt,M3,200.0,16.00,1.000000,0.715697,0.400774,0.189193,0.072436,0.023738,0.011617,0.012782,0.015380,0.015747,0.014067,0.011492,0.008923,0.006777,0.005128,0.003896,0.002968,5.0.0
M4_Z78,78,Pt,M4,200.0,16.00,1.000000,0.631598,0.331838,0.158353,0.063492,0.017862,-0.000399,-0.005740,-0.006108,-0.005091,-0.003973,-0.003061,-0.002351,-0.001788,-0.001336,-0.000973,-0.000690,5.0.0
M5_Z78,78,Pt,M5,200.0,16.00,1.000000,0.620006,0.320416,0.149274,0.057269,0.014107,-0.002499,-0.006931,-0.006854,-0.005608,-0.004335,-0.003287,-0.002456,-0.001795,-0.001274,-0.000872,-0.000572,5.0.0
L1_Z79,79,Au,L1,200.0,16.00,1.000000,0.970364,0.890642,0.780500,0.658366,0.537254,0.425328,0.327212,0.244986,0.178888,0.127887,0.090158,0.063490,0.045591,0.034311,0.027771,0.024426,5.0.0
L2_Z79,79,Au,L2,200.0,16.00,1.000000,0.968677,0.886387,0.776704,0.659332,0.546099,0.443068,0.352917,0.276377,0.213034,0.161802,0.121234,0.089738,0.065736,0.047759,0.034510,0.024887,5.0.0
L3_Z79,79,Au,L3,200.0,16.00,1.000000,0.961047,0.862272,0.736604,0.607556,0.487225,0.381005,0.290816,0.216672,0.157485,0.111538,0.076831,0.051317,0.033071,0.020392,0.011848,0.006280,5.0.0
M1_Z79,79,Au,M1,200.0,16.00,1.000000,0.803616,0.511092,0.275251,0.124192,0.048559,0.021480,0.016861,0.018257,0.018753,0.017141,0.014356,0.011493,0.009142,0.007427,0.006219,0.005334,5.0.0
M2_Z79,79,Au,M2,200.0,16.00,1.000000,0.772467,0.476841,0.258110,0.122387,0.053339,0.026159,0.019122,0.018674,0.018687,0.017520,0.015416,0.013008,0.010749,0.008825,0.007252,0.005973,5.0.0
M3_Z79,79,Au,M3,200.0,16.00,1.000000,0.725215,0.412508,0.198760,0.078071,0.025873,0.011794,0.012427,0.015256,0.016024,0.014615,0.012125,0.009510,0.007262,0.005508,0.004189,0.003199,5.0.0
M4_Z79,79,Au,M4,200.0,16.00,1.000000,0.644320,0.344423,0.167811,0.069383,0.020840,0.000722,-0.005557,-0.006279,-0.005336,-0.004194,-0.003242,-0.002501,-0.001917,-0.001446,-0.001067,-0.000767,5.0.0
M5_Z79,79,Au,M5,200.0,16.00,1.000000,0.632632,0.332654,0.158300,0.062737,0.016751,-0.001600,-0.006877,-0.007101,-0.005904,-0.004598,-0.003505,-0.002637,-0.001947,-0.001398,-0.000971,-0.000648,5.0.0
L1_Z80,80,Hg,L1,200.0,16.00,1.000000,0.971676,0.895009,0.788133,0.668554,0.548995,0.437636,0.339242,0.256087,0.188621,0.136021,0.096644,0.068420,0.049155,0.036753,0.029351,0.025391,5.0.0
L2_Z80,80,Hg,L2,200.0,16.00,1.000000,0.970229,0.891402,0.785160,0.670258,0.558396,0.455807,0.365389,0.288080,0.223641,0.171138,0.129241,0.096452,0.071253,0.052214,0.038056,0.027677,5.0.0
L3_Z80,80,Hg,L3,200.0,16.00,1.000000,0.962738,0.867427,0.744796,0.617621,0.498076,0.391810,0.300981,0.225810,0.165380,0.118118,0.082130,0.055445,0.036184,0.022663,0.013448,0.007369,5.0.0
M1_Z80,80,Hg,M1,200.0,16.00,1.000000,0.811788,0.524098,0.287821,0.133091,0.053115,0.022932,0.016945,0.018207,0.019060,0.017787,0.015137,0.012224,0.009736,0.007877,0.006561,0.005612,5.0.0
M2_Z80,80,Hg,M2,200.0,16.00,1.000000,0.782120,0.490413,0.270429,0.131012,0.058009,0.028020,0.019625,0.018861,0.019035,0.018108,0.016145,0.013758,0.011440,0.009427,0.007768,0.006416,5.0.0
M3_Z80,80,Hg,M3,200.0,16.00,1.000000,0.735046,0.424788,0.208843,0.084108,0.028243,0.012042,0.012040,0.015071,0.016262,0.015162,0.012785,0.010136,0.007786,0.005918,0.004505,0.003446,5.0.0
M4_Z80,80,Hg,M4,200.0,16.00,1.000000,0.656597,0.356833,0.177280,0.075384,0.023937,0.001919,-0.005344,-0.006449,-0.005589,-0.004421,-0.003426,-0.002651,-0.002045,-0.001559,-0.001165,-0.000849,5.0.0
M5_Z80,80,Hg,M5,200.0,16.00,1.000000,0.644814,0.344708,0.167322,0.068298,0.019494,-0.000640,-0.006804,-0.007351,-0.006210,-0.004868,-0.003727,-0.002821,-0.002101,-0.001527,-0.001076,-0.000731,5.0.0
L1_Z81,81,Tl,L1,200.0,16.00,1.000000,0.972917,0.899185,0.795513,0.678501,0.560559,0.449857,0.351285,0.267294,0.198538,0.144393,0.103397,0.073621,0.052972,0.039414,0.031105,0.026485,5.0.0
L2_Z81,81,Tl,L2,200.0,16.00,1.000000,0.971694,0.896191,0.793341,0.680950,0.570543,0.468494,0.377903,0.299905,0.234437,0.180709,0.137512,0.103440,0.077041,0.056926,0.041836,0.030675,5.0.0
L3_Z81,81,Tl,L3,200.0,16.00,1.000000,0.964339,0.872372,0.752753,0.627496,0.508812,0.402576,0.311178,0.235039,0.173410,0.124860,0.087604,0.059748,0.039459,0.025076,0.015168,0.008554,5.0.0
M1_Z81,81,Tl,M1,200.0,16.00,1.000000,0.819752,0.537049,0.300549,0.142320,0.058020,0.024610,0.017095,0.018111,0.019288,0.018379,0.015907,0.012979,0.010369,0.008364,0.006930,0.005906,5.0.0
M2_Z81,81,Tl,M2,200.0,16.00,1.000000,0.791511,0.503938,0.282926,0.139967,0.063023,0.030120,0.020228,0.019048,0.019344,0.018662,0.016865,0.014522,0.012159,0.010062,0.008313,0.006884,5.0.0
M3_Z81,81,Tl,M3,200.0,16.00,1.000000,0.744738,0.437137,0.219153,0.090445,0.030860,0.012409,0.011654,0.014827,0.016437,0.015674,0.013444,0.010784,0.008341,0.006359,0.004846,0.003711,5.0.0
M4_Z81,81,Tl,M4,200.0,16.00,1.000000,0.668481,0.369112,0.186809,0.081549,0.027209,0.003243,-0.005065,-0.006598,-0.005843,-0.004656,-0.003616,-0.002805,-0.002175,-0.001672,-0.001263,-0.000933,5.0.0
M5_Z81,81,Tl,M5,200.0,16.00,1.000000,0.656604,0.356621,0.176391,0.074006,0.022393,0.000429,-0.006676,-0.007585,-0.006518,-0.005146,-0.003956,-0.003009,-0.002258,-0.001659,-0.001185,-0.000817,5.0.0
L1_Z82,82,Pb,L1,200.0,16.00,1.000000,0.974089,0.903161,0.802617,0.688173,0.571903,0.461945,0.363294,0.278565,0.208604,0.152979,0.110401,0.079085,0.057042,0.042300,0.033047,0.027720,5.0.0
L2_Z82,82,Pb,L2,200.0,16.00,1.000000,0.973071,0.900743,0.801219,0.691361,0.582486,0.481071,0.390402,0.311802,0.245376,0.190478,0.146018,0.110682,0.083087,0.061887,0.045847,0.033881,5.0.0
L3_Z82,82,Pb,L3,200.0,16.00,1.000000,0.965846,0.877083,0.760428,0.637121,0.519363,0.413235,0.321343,0.244302,0.181529,0.131728,0.093225,0.064204,0.042881,0.027623,0.017004,0.009833,5.0.0
M1_Z82,82,Pb,M1,200.0,16.00,1.000000,0.827398,0.549800,0.313335,0.151838,0.063280,0.026541,0.017331,0.017978,0.019436,0.018908,0.016653,0.013747,0.011031,0.008882,0.007323,0.006214,5.0.0
M2_Z82,82,Pb,M2,200.0,16.00,1.000000,0.800511,0.517253,0.295473,0.149179,0.068353,0.032463,0.020948,0.019249,0.019618,0.019176,0.017564,0.015287,0.012896,0.010722,0.008885,0.007376,5.0.0
M3_Z82,82,Pb,M3,200.0,16.00,1.000000,0.754056,0.449303,0.229527,0.097012,0.033714,0.012907,0.011278,0.014524,0.016544,0.016142,0.014089,0.011443,0.008918,0.006825,0.005208,0.003991,5.0.0
M4_Z82,82,Pb,M4,200.0,16.00,1.000000,0.679989,0.381282,0.196417,0.087903,0.030682,0.004717,-0.004702,-0.006714,-0.006092,-0.004895,-0.003810,-0.002961,-0.002306,-0.001786,-0.001364,-0.001020,5.0.0
M5_Z82,82,Pb,M5,200.0,16.00,1.000000,0.668023,0.368422,0.185535,0.079893,0.025481,0.001634,-0.006477,-0.007796,-0.006826,-0.005430,-0.004192,-0.003202,-0.002420,-0.001796,-0.001299,-0.000909,5.0.0
L1_Z83,83,Bi,L1,200.0,16.00,1.000000,0.975196,0.906953,0.809461,0.697581,0.583032,0.473899,0.375264,0.289892,0.218810,0.161769,0.117650,0.084810,0.061368,0.045417,0.035183,0.029108,5.0.0
L2_Z83,83,Bi,L2,200.0,16.00,1.000000,0.974368,0.905079,0.808811,0.701508,0.594235,0.493543,0.402890,0.323773,0.256459,0.200445,0.154759,0.118181,0.089394,0.067102,0.050098,0.037304,5.0.0
L3_Z83,83,Bi,L3,200.0,16.00,1.000000,0.967268,0.881581,0.767845,0.646514,0.529744,0.423797,0.331483,0.253604,0.189737,0.138723,0.098994,0.068814,0.046455,0.030309,0.018960,0.011211,5.0.0
M1_Z83,83,Bi,M1,200.0,16.00,1.000000,0.834752,0.562361,0.326171,0.161633,0.068895,0.028741,0.017680,0.017827,0.019507,0.019365,0.017366,0.014518,0.011720,0.009433,0.007744,0.006540,5.0.0
M2_Z83,83,Bi,M2,200.0,16.00,1.000000,0.809164,0.530389,0.308088,0.158659,0.074018,0.035071,0.021807,0.019477,0.019860,0.019650,0.018240,0.016054,0.013652,0.011409,0.009484,0.007893,5.0.0
M3_Z83,83,Bi,M3,200.0,16.00,1.000000,0.763063,0.461323,0.239970,0.103807,0.036813,0.013554,0.010930,0.014170,0.016580,0.016559,0.014717,0.012111,0.009519,0.007317,0.005592,0.004288,5.0.0
M4_Z83,83,Bi,M4,200.0,16.00,1.000000,0.691181,0.393372,0.206115,0.094445,0.034359,0.006347,-0.004249,-0.006794,-0.006335,-0.005139,-0.004011,-0.003121,-0.002438,-0.001901,-0.001466,-0.001110,5.0.0
M5_Z83,83,Bi,M5,200.0,16.00,1.000000,0.679140,0.380148,0.194762,0.085953,0.028748,0.002973,-0.006203,-0.007977,-0.007130,-0.005720,-0.004434,-0.003401,-0.002586,-0.001937,-0.001417,-0.001006,5.0.0
L1_Z84,84,Po,L1,200.0,16.00,1.000000,0.976243,0.910568,0.816049,0.706723,0.593939,0.485709,0.387181,0.301261,0.229142,0.170752,0.125136,0.090793,0.065948,0.048769,0.037520,0.030656,5.0.0
L2_Z84,84,Po,L2,200.0,16.00,1.000000,0.975591,0.909205,0.816123,0.711385,0.605779,0.505900,0.415352,0.335803,0.267675,0.210602,0.163730,0.125932,0.095963,0.072575,0.054592,0.040951,5.0.0
L3_Z84,84,Po,L3,200.0,16.00,1.000000,0.968610,0.885873,0.775005,0.655671,0.539947,0.434251,0.341587,0.262933,0.198024,0.145835,0.104904,0.073577,0.050178,0.033133,0.021037,0.012691,5.0.0
M1_Z84,84,Po,M1,200.0,16.00,1.000000,0.841804,0.574710,0.339034,0.171690,0.074870,0.031234,0.018166,0.017674,0.019505,0.019746,0.018034,0.015283,0.012431,0.010017,0.008194,0.006888,5.0.0
M2_Z84,84,Po,M2,200.0,16.00,1.000000,0.817462,0.543326,0.320748,0.168391,0.080015,0.037958,0.022821,0.019748,0.020078,0.020082,0.018887,0.016814,0.014422,0.012122,0.010112,0.008436,5.0.0
M3_Z84,84,Po,M3,200.0,16.00,1.000000,0.771740,0.473178,0.250471,0.110826,0.040164,0.014364,0.010623,0.013772,0.016543,0.016919,0.015320,0.012783,0.010140,0.007835,0.006001,0.004605,5.0.0
M4_Z84,84,Po,M4,200.0,16.00,1.000000,0.702023,0.405355,0.215880,0.101160,0.038232,0.008135,-0.003700,-0.006831,-0.006568,-0.005388,-0.004218,-0.003285,-0.002572,-0.002016,-0.001568,-0.001200,5.0.0
M5_Z84,84,Po,M5,200.0,16.00,1.000000,0.689909,0.391757,0.204046,0.092175,0.032198,0.004454,-0.005847,-0.008125,-0.007429,-0.006016,-0.004684,-0.003605,-0.002756,-0.002081,-0.001539,-0.001107,5.0.0
L1_Z85,85,At,L1,200.0,16.00,1.000000,0.977233,0.914013,0.822390,0.715603,0.604623,0.497368,0.399037,0.312660,0.239587,0.179916,0.132850,0.097027,0.070781,0.052358,0.040064,0.032373,5.0.0
L2_Z85,85,At,L2,200.0,16.00,1.000000,0.976743,0.913134,0.823164,0.720998,0.617119,0.518135,0.427783,0.347885,0.279015,0.220942,0.172926,0.133934,0.102794,0.078309,0.059334,0.044826,5.0.0
L3_Z85,85,At,L3,200.0,16.00,1.000000,0.969878,0.889972,0.781918,0.664599,0.549975,0.444598,0.351651,0.272285,0.206387,0.153061,0.110953,0.078489,0.054051,0.036097,0.023238,0.014275,5.0.0
M1_Z85,85,At,M1,200.0,16.00,1.000000,0.848562,0.586842,0.351909,0.181995,0.081202,0.034029,0.018809,0.017535,0.019437,0.020046,0.018649,0.016034,0.013156,0.010629,0.008674,0.007258,5.0.0
M2_Z85,85,At,M2,200.0,16.00,1.000000,0.825413,0.556057,0.333442,0.178368,0.086345,0.041134,0.024007,0.020073,0.020279,0.020473,0.019503,0.017565,0.015202,0.012857,0.010768,0.009008,5.0.0
M3_Z85,85,At,M3,200.0,16.00,1.000000,0.780102,0.484871,0.261016,0.118050,0.043758,0.015339,0.010367,0.013339,0.016439,0.017220,0.015893,0.013453,0.010779,0.008378,0.006435,0.004942,5.0.0
M4_Z85,85,At,M4,200.0,16.00,1.000000,0.712552,0.417262,0.225729,0.108056,0.042306,0.010085,-0.003051,-0.006821,-0.006787,-0.005639,-0.004431,-0.003454,-0.002709,-0.002133,-0.001671,-0.001292,5.0.0
M5_Z85,85,At,M5,200.0,16.00,1.000000,0.700371,0.403283,0.213402,0.098560,0.035829,0.006078,-0.005406,-0.008236,-0.007720,-0.006317,-0.004941,-0.003816,-0.002931,-0.002228,-0.001664,-0.001212,5.0.0
L1_Z86,86,Rn,L1,200.0,16.00,1.000000,0.978170,0.917298,0.828490,0.724222,0.615080,0.508867,0.410818,0.324074,0.250133,0.189248,0.140782,0.103507,0.075867,0.056186,0.042821,0.034267,5.0.0
L2_Z86,86,Rn,L2,200.0,16.00,1.000000,0.977831,0.916874,0.829940,0.730345,0.628246,0.530238,0.440169,0.360006,0.290469,0.231456,0.182340,0.142183,0.109885,0.084303,0.064329,0.048938,5.0.0
L3_Z86,86,Rn,L3,200.0,16.00,1.000000,0.971077,0.893885,0.788591,0.673298,0.559825,0.454832,0.361670,0.281653,0.214817,0.160394,0.117134,0.083546,0.058070,0.039201,0.025565,0.015968,5.0.0
M1_Z86,86,Rn,M1,200.0,16.00,1.000000,0.855036,0.598755,0.364784,0.192529,0.087875,0.037122,0.019610,0.017415,0.019305,0.020266,0.019210,0.016766,0.013892,0.011266,0.009180,0.007648,5.0.0
M2_Z86,86,Rn,M2,200.0,16.00,1.000000,0.833023,0.568559,0.346125,0.188536,0.092971,0.044586,0.025371,0.020466,0.020471,0.020827,0.020086,0.018303,0.015989,0.013612,0.011448,0.009603,5.0.0
M3_Z86,86,Rn,M3,200.0,16.00,1.000000,0.788155,0.496392,0.271590,0.125466,0.047590,0.016488,0.010174,0.012879,0.016269,0.017460,0.016431,0.014117,0.011433,0.008946,0.006893,0.005301,5.0.0
M4_Z86,86,Rn,M4,200.0,16.00,1.000000,0.722737,0.429045,0.235624,0.115107,0.046569,0.012197,-0.002296,-0.006760,-0.006992,-0.005891,-0.004651,-0.003627,-0.002848,-0.002250,-0.001775,-0.001386,5.0.0
M5_Z86,86,Rn,M5,200.0,16.00,1.000000,0.710523,0.414715,0.222820,0.105104,0.039641,0.007849,-0.004875,-0.008307,-0.008002,-0.006622,-0.005205,-0.004032,-0.003109,-0.002380,-0.001794,-0.001322,5.0.0
