Z,element,channel,delta1_eV,delta2_eV,beta_mrad,sigma_ratio_db_over_temari,reconstruction_check_rel,clamp_weight_temari,clamp_weight_db
23,V,L2,0,100,10,1.160980,1.229e-04,0.000e+00,1.516e-04
23,V,L2,0,100,30,1.123114,1.883e-04,0.000e+00,1.464e-04
23,V,L2,0,100,100,1.094398,2.431e-04,0.000e+00,1.445e-04
23,V,L2,0,200,10,1.147755,1.838e-04,0.000e+00,4.425e-05
23,V,L2,0,200,30,1.110629,2.464e-04,0.000e+00,4.155e-05
23,V,L2,0,200,100,1.078887,3.073e-04,0.000e+00,4.045e-05
23,V,L2,0,50,10,1.181149,9.517e-05,0.000e+00,1.263e-04
23,V,L2,0,50,30,1.142982,1.689e-04,0.000e+00,1.240e-04
23,V,L2,0,50,100,1.116055,2.153e-04,0.000e+00,1.232e-04
23,V,L2,50,150,10,1.128706,2.056e-04,0.000e+00,0.000e+00
23,V,L2,50,150,30,1.093068,2.584e-04,0.000e+00,0.000e+00
23,V,L2,50,150,100,1.060824,3.216e-04,0.000e+00,0.000e+00
23,V,L3,0,100,10,1.162168,1.243e-04,0.000e+00,1.533e-04
23,V,L3,0,100,30,1.124186,1.871e-04,0.000e+00,1.480e-04
23,V,L3,0,100,100,1.095793,2.452e-04,0.000e+00,1.461e-04
23,V,L3,0,200,10,1.148756,1.857e-04,0.000e+00,4.489e-05
23,V,L3,0,200,30,1.111488,2.469e-04,0.000e+00,4.213e-05
23,V,L3,0,200,100,1.080023,3.096e-04,0.000e+00,4.102e-05
23,V,L3,0,50,10,1.182638,9.625e-05,0.000e+00,1.273e-04
23,V,L3,0,50,30,1.144372,1.637e-04,0.000e+00,1.250e-04
23,V,L3,0,50,100,1.117801,2.166e-04,0.000e+00,1.242e-04
23,V,L3,50,150,10,1.129222,2.085e-04,0.000e+00,0.000e+00
23,V,L3,50,150,30,1.093478,2.628e-04,0.000e+00,0.000e+00
23,V,L3,50,150,100,1.061488,3.252e-04,0.000e+00,0.000e+00
24,Cr,K,0,100,10,1.109145,2.390e-05,0.000e+00,1.191e-04
24,Cr,K,0,100,30,1.089376,2.788e-05,0.000e+00,1.184e-04
24,Cr,K,0,100,100,1.045520,6.711e-05,0.000e+00,1.177e-04
24,Cr,K,0,200,10,1.112435,3.477e-05,0.000e+00,2.714e-05
24,Cr,K,0,200,30,1.092845,3.798e-05,0.000e+00,2.682e-05
24,Cr,K,0,200,100,1.049069,7.298e-05,0.000e+00,2.645e-05
24,Cr,K,0,50,10,1.104978,1.720e-05,0.000e+00,1.177e-04
24,Cr,K,0,50,30,1.085126,2.137e-05,0.000e+00,1.173e-04
24,Cr,K,0,50,100,1.041198,6.259e-05,0.000e+00,1.171e-04
24,Cr,K,50,150,10,1.114566,3.552e-05,0.000e+00,0.000e+00
24,Cr,K,50,150,30,1.094945,3.875e-05,0.000e+00,0.000e+00
24,Cr,K,50,150,100,1.051150,7.373e-05,0.000e+00,0.000e+00
24,Cr,L1,0,100,10,1.056998,3.651e-05,0.000e+00,1.430e-04
24,Cr,L1,0,100,30,1.015818,7.910e-05,0.000e+00,1.486e-04
24,Cr,L1,0,100,100,0.979225,2.638e-04,0.000e+00,1.496e-04
24,Cr,L1,0,200,10,1.058193,8.436e-05,0.000e+00,3.758e-05
24,Cr,L1,0,200,30,1.017125,1.119e-04,0.000e+00,3.899e-05
24,Cr,L1,0,200,100,0.978422,3.197e-04,0.000e+00,3.866e-05
24,Cr,L1,0,50,10,1.054261,9.618e-06,0.000e+00,1.300e-04
24,Cr,L1,0,50,30,1.013648,6.361e-05,0.000e+00,1.341e-04
24,Cr,L1,0,50,100,0.978808,2.557e-04,0.000e+00,1.354e-04
24,Cr,L1,50,150,10,1.060374,9.711e-05,0.000e+00,0.000e+00
24,Cr,L1,50,150,30,1.018423,1.180e-04,0.000e+00,0.000e+00
24,Cr,L1,50,150,100,0.978209,3.116e-04,0.000e+00,0.000e+00
24,Cr,L2,0,100,10,1.082577,9.827e-05,0.000e+00,1.902e-04
24,Cr,L2,0,100,30,1.052089,1.676e-04,0.000e+00,1.844e-04
24,Cr,L2,0,100,100,1.027251,2.149e-04,0.000e+00,1.821e-04
24,Cr,L2,0,200,10,1.082172,1.556e-04,0.000e+00,5.531e-05
24,Cr,L2,0,200,30,1.051982,2.167e-04,0.000e+00,5.224e-05
24,Cr,L2,0,200,100,1.024220,2.741e-04,0.000e+00,5.086e-05
24,Cr,L2,0,50,10,1.085505,8.211e-05,0.000e+00,1.568e-04
24,Cr,L2,0,50,30,1.055469,1.536e-04,0.000e+00,1.543e-04
24,Cr,L2,0,50,100,1.032875,1.984e-04,0.000e+00,1.533e-04
24,Cr,L2,50,150,10,1.079480,1.674e-04,0.000e+00,0.000e+00
24,Cr,L2,50,150,30,1.048900,2.208e-04,0.000e+00,0.000e+00
24,Cr,L2,50,150,100,1.019406,2.794e-04,0.000e+00,0.000e+00
24,Cr,L3,0,100,10,1.083337,9.951e-05,0.000e+00,1.935e-04
24,Cr,L3,0,100,30,1.052830,1.714e-04,0.000e+00,1.876e-04
24,Cr,L3,0,100,100,1.028327,2.167e-04,0.000e+00,1.852e-04
24,Cr,L3,0,200,10,1.082621,1.575e-04,0.000e+00,5.650e-05
24,Cr,L3,0,200,30,1.052393,2.199e-04,0.000e+00,5.334e-05
24,Cr,L3,0,200,100,1.024944,2.773e-04,0.000e+00,5.194e-05
24,Cr,L3,0,50,10,1.086789,8.284e-05,0.000e+00,1.590e-04
24,Cr,L3,0,50,30,1.056752,1.593e-04,0.000e+00,1.564e-04
24,Cr,L3,0,50,100,1.034500,1.986e-04,0.000e+00,1.555e-04
24,Cr,L3,50,150,10,1.079357,1.703e-04,0.000e+00,0.000e+00
24,Cr,L3,50,150,30,1.048758,2.220e-04,0.000e+00,0.000e+00
24,Cr,L3,50,150,100,1.019570,2.850e-04,0.000e+00,0.000e+00
25,Mn,K,0,100,10,1.113482,2.293e-05,0.000e+00,1.237e-04
25,Mn,K,0,100,30,1.094940,2.653e-05,0.000e+00,1.230e-04
25,Mn,K,0,100,100,1.051487,5.740e-05,0.000e+00,1.217e-04
25,Mn,K,0,200,10,1.114865,3.325e-05,0.000e+00,2.816e-05
25,Mn,K,0,200,30,1.096503,3.607e-05,0.000e+00,2.783e-05
25,Mn,K,0,200,100,1.053173,6.582e-05,0.000e+00,2.734e-05
25,Mn,K,0,50,10,1.112977,1.336e-05,0.000e+00,1.220e-04
25,Mn,K,0,50,30,1.094314,1.734e-05,0.000e+00,1.216e-04
25,Mn,K,0,50,100,1.050679,4.924e-05,0.000e+00,1.208e-04
25,Mn,K,50,150,10,1.114988,3.559e-05,0.000e+00,0.000e+00
25,Mn,K,50,150,30,1.096642,3.832e-05,0.000e+00,0.000e+00
25,Mn,K,50,150,100,1.053379,6.793e-05,0.000e+00,0.000e+00
25,Mn,L1,0,100,10,1.067853,3.859e-05,0.000e+00,1.420e-04
25,Mn,L1,0,100,30,1.027743,6.988e-05,0.000e+00,1.354e-04
25,Mn,L1,0,100,100,0.985958,2.732e-04,0.000e+00,1.285e-04
25,Mn,L1,0,200,10,1.067301,8.270e-05,0.000e+00,3.685e-05
25,Mn,L1,0,200,30,1.027696,1.033e-04,0.000e+00,3.494e-05
25,Mn,L1,0,200,100,0.984147,3.006e-04,0.000e+00,3.261e-05
25,Mn,L1,0,50,10,1.068591,1.125e-05,0.000e+00,1.300e-04
25,Mn,L1,0,50,30,1.028624,5.390e-05,0.000e+00,1.239e-04
25,Mn,L1,0,50,100,0.988312,2.704e-04,0.000e+00,1.183e-04
25,Mn,L1,50,150,10,1.066992,9.442e-05,0.000e+00,0.000e+00
25,Mn,L1,50,150,30,1.027063,1.087e-04,0.000e+00,0.000e+00
25,Mn,L1,50,150,100,0.982642,2.917e-04,0.000e+00,0.000e+00
25,Mn,L2,0,100,10,1.105644,1.094e-04,0.000e+00,1.203e-04
25,Mn,L2,0,100,30,1.073828,1.615e-04,0.000e+00,1.166e-04
25,Mn,L2,0,100,100,1.044214,2.216e-04,0.000e+00,1.150e-04
25,Mn,L2,0,200,10,1.102318,1.619e-04,0.000e+00,3.383e-05
25,Mn,L2,0,200,30,1.071017,2.111e-04,0.000e+00,3.198e-05
25,Mn,L2,0,200,100,1.038682,2.744e-04,0.000e+00,3.109e-05
25,Mn,L2,0,50,10,1.108760,8.954e-05,0.000e+00,1.035e-04
25,Mn,L2,0,50,30,1.077010,1.462e-04,0.000e+00,1.018e-04
25,Mn,L2,0,50,100,1.049263,2.043e-04,0.000e+00,1.011e-04
25,Mn,L2,50,150,10,1.099537,1.750e-04,0.000e+00,0.000e+00
25,Mn,L2,50,150,30,1.068248,2.192e-04,0.000e+00,0.000e+00
25,Mn,L2,50,150,100,1.034843,2.796e-04,0.000e+00,0.000e+00
25,Mn,L3,0,100,10,1.106657,1.107e-04,0.000e+00,1.221e-04
25,Mn,L3,0,100,30,1.074789,1.646e-04,0.000e+00,1.183e-04
25,Mn,L3,0,100,100,1.045538,2.243e-04,0.000e+00,1.167e-04
25,Mn,L3,0,200,10,1.103040,1.640e-04,0.000e+00,3.447e-05
25,Mn,L3,0,200,30,1.071668,2.147e-04,0.000e+00,3.257e-05
25,Mn,L3,0,200,100,1.039656,2.782e-04,0.000e+00,3.167e-05
25,Mn,L3,0,50,10,1.110254,9.018e-05,0.000e+00,1.047e-04
25,Mn,L3,0,50,30,1.078463,1.464e-04,0.000e+00,1.030e-04
25,Mn,L3,0,50,100,1.051108,2.062e-04,0.000e+00,1.023e-04
25,Mn,L3,50,150,10,1.099794,1.780e-04,0.000e+00,0.000e+00
25,Mn,L3,50,150,30,1.068456,2.261e-04,0.000e+00,0.000e+00
25,Mn,L3,50,150,100,1.035354,2.846e-04,0.000e+00,0.000e+00
26,Fe,K,0,100,10,1.108305,2.224e-05,0.000e+00,1.235e-04
26,Fe,K,0,100,30,1.091220,2.525e-05,0.000e+00,1.228e-04
26,Fe,K,0,100,100,1.048911,4.978e-05,0.000e+00,1.215e-04
26,Fe,K,0,200,10,1.110036,3.212e-05,0.000e+00,2.800e-05
26,Fe,K,0,200,30,1.093125,3.464e-05,0.000e+00,2.771e-05
26,Fe,K,0,200,100,1.050992,5.649e-05,0.000e+00,2.723e-05
26,Fe,K,0,50,10,1.107545,1.227e-05,0.000e+00,1.221e-04
26,Fe,K,0,50,30,1.090329,1.567e-05,0.000e+00,1.217e-04
26,Fe,K,0,50,100,1.047745,4.192e-05,0.000e+00,1.209e-04
26,Fe,K,50,150,10,1.110242,3.489e-05,0.000e+00,0.000e+00
26,Fe,K,50,150,30,1.093356,3.724e-05,0.000e+00,0.000e+00
26,Fe,K,50,150,100,1.051334,5.874e-05,0.000e+00,0.000e+00
26,Fe,L1,0,100,10,1.057327,3.626e-05,0.000e+00,1.398e-04
26,Fe,L1,0,100,30,1.017110,6.378e-05,0.000e+00,1.320e-04
26,Fe,L1,0,100,100,0.973378,2.880e-04,0.000e+00,1.238e-04
26,Fe,L1,0,200,10,1.057659,7.888e-05,0.000e+00,3.585e-05
26,Fe,L1,0,200,30,1.018457,9.472e-05,0.000e+00,3.367e-05
26,Fe,L1,0,200,100,0.973492,3.088e-04,0.000e+00,3.109e-05
26,Fe,L1,0,50,10,1.057217,1.006e-05,0.000e+00,1.290e-04
26,Fe,L1,0,50,30,1.015988,4.493e-05,0.000e+00,1.218e-04
26,Fe,L1,0,50,100,0.972757,2.754e-04,0.000e+00,1.148e-04
26,Fe,L1,50,150,10,1.057864,8.935e-05,0.000e+00,0.000e+00
26,Fe,L1,50,150,30,1.019149,1.014e-04,0.000e+00,0.000e+00
26,Fe,L1,50,150,100,0.973937,3.156e-04,0.000e+00,0.000e+00
26,Fe,L2,0,100,10,1.081757,1.042e-04,0.000e+00,1.082e-04
26,Fe,L2,0,100,30,1.052276,1.633e-04,0.000e+00,1.051e-04
26,Fe,L2,0,100,100,1.022353,2.114e-04,0.000e+00,1.036e-04
26,Fe,L2,0,200,10,1.083266,1.525e-04,0.000e+00,2.994e-05
26,Fe,L2,0,200,30,1.054173,2.016e-04,0.000e+00,2.838e-05
26,Fe,L2,0,200,100,1.021616,2.562e-04,0.000e+00,2.758e-05
26,Fe,L2,0,50,10,1.076879,8.743e-05,0.000e+00,9.455e-05
26,Fe,L2,0,50,30,1.047621,1.529e-04,0.000e+00,9.308e-05
26,Fe,L2,0,50,100,1.019645,2.016e-04,0.000e+00,9.242e-05
26,Fe,L2,50,150,10,1.087359,1.626e-04,0.000e+00,0.000e+00
26,Fe,L2,50,150,30,1.057745,2.021e-04,0.000e+00,0.000e+00
26,Fe,L2,50,150,100,1.023844,2.570e-04,0.000e+00,0.000e+00
26,Fe,L3,0,100,10,1.082732,1.056e-04,0.000e+00,1.101e-04
26,Fe,L3,0,100,30,1.053223,1.657e-04,0.000e+00,1.069e-04
26,Fe,L3,0,100,100,1.023686,2.136e-04,0.000e+00,1.054e-04
26,Fe,L3,0,200,10,1.083886,1.548e-04,0.000e+00,3.059e-05
26,Fe,L3,0,200,30,1.054753,2.063e-04,0.000e+00,2.898e-05
26,Fe,L3,0,200,100,1.022540,2.607e-04,0.000e+00,2.817e-05
26,Fe,L3,0,50,10,1.078439,8.866e-05,0.000e+00,9.588e-05
26,Fe,L3,0,50,30,1.049169,1.571e-04,0.000e+00,9.437e-05
26,Fe,L3,0,50,100,1.021602,2.031e-04,0.000e+00,9.370e-05
26,Fe,L3,50,150,10,1.087509,1.656e-04,0.000e+00,0.000e+00
26,Fe,L3,50,150,30,1.057870,2.064e-04,0.000e+00,0.000e+00
26,Fe,L3,50,150,100,1.024296,2.620e-04,0.000e+00,0.000e+00
27,Co,K,0,100,10,1.103438,2.146e-05,0.000e+00,1.233e-04
27,Co,K,0,100,30,1.087741,2.408e-05,0.000e+00,1.227e-04
27,Co,K,0,100,100,1.046574,5.421e-05,0.000e+00,1.214e-04
27,Co,K,0,200,10,1.105472,3.132e-05,0.000e+00,2.786e-05
27,Co,K,0,200,30,1.089944,3.352e-05,0.000e+00,2.759e-05
27,Co,K,0,200,100,1.049009,6.024e-05,0.000e+00,2.712e-05
27,Co,K,0,50,10,1.102462,1.102e-05,0.000e+00,1.222e-04
27,Co,K,0,50,30,1.086623,1.392e-05,0.000e+00,1.218e-04
27,Co,K,0,50,100,1.045084,4.582e-05,0.000e+00,1.209e-04
27,Co,K,50,150,10,1.105734,3.446e-05,0.000e+00,0.000e+00
27,Co,K,50,150,30,1.090240,3.656e-05,0.000e+00,0.000e+00
27,Co,K,50,150,100,1.049464,6.329e-05,0.000e+00,0.000e+00
27,Co,L1,0,100,10,1.048032,3.388e-05,0.000e+00,1.379e-04
27,Co,L1,0,100,30,1.007619,5.212e-05,0.000e+00,1.292e-04
27,Co,L1,0,100,100,0.961707,2.803e-04,0.000e+00,1.196e-04
27,Co,L1,0,200,10,1.049133,7.504e-05,0.000e+00,3.499e-05
27,Co,L1,0,200,30,1.010251,8.597e-05,0.000e+00,3.260e-05
27,Co,L1,0,200,100,0.963715,3.113e-04,0.000e+00,2.975e-05
27,Co,L1,0,50,10,1.047194,7.857e-06,0.000e+00,1.281e-04
27,Co,L1,0,50,30,1.004691,3.398e-05,0.000e+00,1.202e-04
27,Co,L1,0,50,100,0.958201,2.639e-04,0.000e+00,1.119e-04
27,Co,L1,50,150,10,1.049740,8.496e-05,0.000e+00,0.000e+00
27,Co,L1,50,150,30,1.012068,9.291e-05,0.000e+00,0.000e+00
27,Co,L1,50,150,100,0.965959,3.137e-04,0.000e+00,0.000e+00
27,Co,L2,0,100,10,1.059768,9.972e-05,0.000e+00,9.791e-05
27,Co,L2,0,100,30,1.032253,1.464e-04,0.000e+00,9.522e-05
27,Co,L2,0,100,100,1.002134,2.113e-04,0.000e+00,9.385e-05
27,Co,L2,0,200,10,1.066039,1.441e-04,0.000e+00,2.667e-05
27,Co,L2,0,200,30,1.038800,1.857e-04,0.000e+00,2.534e-05
27,Co,L2,0,200,100,1.006083,2.478e-04,0.000e+00,2.462e-05
27,Co,L2,0,50,10,1.047226,8.617e-05,0.000e+00,8.682e-05
27,Co,L2,0,50,30,1.020070,1.338e-04,0.000e+00,8.551e-05
27,Co,L2,0,50,100,0.991992,2.015e-04,0.000e+00,8.489e-05
27,Co,L2,50,150,10,1.076327,1.516e-04,0.000e+00,0.000e+00
27,Co,L2,50,150,30,1.048152,1.927e-04,0.000e+00,0.000e+00
27,Co,L2,50,150,100,1.013824,2.516e-04,0.000e+00,0.000e+00
27,Co,L3,0,100,10,1.060726,1.012e-04,0.000e+00,9.991e-05
27,Co,L3,0,100,30,1.033211,1.481e-04,0.000e+00,9.715e-05
27,Co,L3,0,100,100,1.003501,2.134e-04,0.000e+00,9.575e-05
27,Co,L3,0,200,10,1.066570,1.465e-04,0.000e+00,2.734e-05
27,Co,L3,0,200,30,1.039319,1.880e-04,0.000e+00,2.597e-05
27,Co,L3,0,200,100,1.006969,2.507e-04,0.000e+00,2.523e-05
27,Co,L3,0,50,10,1.048888,8.683e-05,0.000e+00,8.826e-05
27,Co,L3,0,50,30,1.021739,1.328e-04,0.000e+00,8.692e-05
27,Co,L3,0,50,100,0.994099,2.045e-04,0.000e+00,8.628e-05
27,Co,L3,50,150,10,1.076384,1.548e-04,0.000e+00,0.000e+00
27,Co,L3,50,150,30,1.048209,1.973e-04,0.000e+00,0.000e+00
27,Co,L3,50,150,100,1.014225,2.526e-04,0.000e+00,0.000e+00
28,Ni,K,0,100,10,1.098803,2.054e-05,0.000e+00,1.231e-04
28,Ni,K,0,100,30,1.084423,2.326e-05,0.000e+00,1.225e-04
28,Ni,K,0,100,100,1.044351,4.616e-05,0.000e+00,1.212e-04
28,Ni,K,0,200,10,1.101119,3.067e-05,0.000e+00,2.772e-05
28,Ni,K,0,200,30,1.086903,3.286e-05,0.000e+00,2.748e-05
28,Ni,K,0,200,100,1.047130,5.486e-05,0.000e+00,2.701e-05
28,Ni,K,0,50,10,1.097662,9.950e-06,0.000e+00,1.223e-04
28,Ni,K,0,50,30,1.083127,1.279e-05,0.000e+00,1.219e-04
28,Ni,K,0,50,100,1.042583,3.653e-05,0.000e+00,1.210e-04
28,Ni,K,50,150,10,1.101423,3.381e-05,0.000e+00,0.000e+00
28,Ni,K,50,150,30,1.087250,3.605e-05,0.000e+00,0.000e+00
28,Ni,K,50,150,100,1.047684,5.787e-05,0.000e+00,0.000e+00
28,Ni,L1,0,100,10,1.039603,3.168e-05,0.000e+00,1.363e-04
28,Ni,L1,0,100,30,0.998934,4.977e-05,0.000e+00,1.269e-04
28,Ni,L1,0,100,100,0.950608,2.463e-04,0.000e+00,1.159e-04
28,Ni,L1,0,200,10,1.041396,7.158e-05,0.000e+00,3.423e-05
28,Ni,L1,0,200,30,1.002772,8.129e-05,0.000e+00,3.168e-05
28,Ni,L1,0,200,100,0.954514,2.853e-04,0.000e+00,2.858e-05
28,Ni,L1,0,50,10,1.038143,6.109e-06,0.000e+00,1.274e-04
28,Ni,L1,0,50,30,0.994356,3.329e-05,0.000e+00,1.189e-04
28,Ni,L1,0,50,100,0.944245,2.345e-04,0.000e+00,1.092e-04
28,Ni,L1,50,150,10,1.042327,8.084e-05,0.000e+00,0.000e+00
28,Ni,L1,50,150,30,1.005570,8.455e-05,0.000e+00,0.000e+00
28,Ni,L1,50,150,100,0.958494,2.862e-04,0.000e+00,0.000e+00
28,Ni,L2,0,100,10,1.038928,9.603e-05,0.000e+00,8.894e-05
28,Ni,L2,0,100,30,1.013151,1.478e-04,0.000e+00,8.660e-05
28,Ni,L2,0,100,100,0.982918,2.102e-04,0.000e+00,8.534e-05
28,Ni,L2,0,200,10,1.049965,1.366e-04,0.000e+00,2.387e-05
28,Ni,L2,0,200,30,1.024345,1.795e-04,0.000e+00,2.273e-05
28,Ni,L2,0,200,100,0.991535,2.438e-04,0.000e+00,2.209e-05
28,Ni,L2,0,50,10,1.018905,8.522e-05,0.000e+00,8.001e-05
28,Ni,L2,0,50,30,0.993621,1.468e-04,0.000e+00,7.885e-05
28,Ni,L2,0,50,100,0.965518,2.004e-04,0.000e+00,7.825e-05
28,Ni,L2,50,150,10,1.065983,1.421e-04,0.000e+00,0.000e+00
28,Ni,L2,50,150,30,1.039067,1.756e-04,0.000e+00,0.000e+00
28,Ni,L2,50,150,100,1.004405,2.455e-04,0.000e+00,0.000e+00
28,Ni,L3,0,100,10,1.039886,9.749e-05,0.000e+00,9.107e-05
28,Ni,L3,0,100,30,1.014132,1.467e-04,0.000e+00,8.865e-05
28,Ni,L3,0,100,100,0.984335,2.121e-04,0.000e+00,8.736e-05
28,Ni,L3,0,200,10,1.050418,1.391e-04,0.000e+00,2.456e-05
28,Ni,L3,0,200,30,1.024814,1.811e-04,0.000e+00,2.338e-05
28,Ni,L3,0,200,100,0.992393,2.460e-04,0.000e+00,2.272e-05
28,Ni,L3,0,50,10,1.020693,8.618e-05,0.000e+00,8.157e-05
28,Ni,L3,0,50,30,0.995441,1.468e-04,0.000e+00,8.038e-05
28,Ni,L3,0,50,100,0.967799,2.006e-04,0.000e+00,7.977e-05
28,Ni,L3,50,150,10,1.065957,1.452e-04,0.000e+00,0.000e+00
28,Ni,L3,50,150,30,1.039062,1.768e-04,0.000e+00,0.000e+00
28,Ni,L3,50,150,100,1.004769,2.495e-04,0.000e+00,0.000e+00
29,Cu,K,0,100,10,1.083210,2.127e-05,0.000e+00,1.159e-04
29,Cu,K,0,100,30,1.070380,2.315e-05,0.000e+00,1.154e-04
29,Cu,K,0,100,100,1.031872,4.170e-05,0.000e+00,1.145e-04
29,Cu,K,0,200,10,1.088434,3.187e-05,0.000e+00,2.587e-05
29,Cu,K,0,200,30,1.075802,3.338e-05,0.000e+00,2.569e-05
29,Cu,K,0,200,100,1.037864,4.984e-05,0.000e+00,2.534e-05
29,Cu,K,0,50,10,1.077181,1.014e-05,0.000e+00,1.162e-04
29,Cu,K,0,50,30,1.064144,1.224e-05,0.000e+00,1.160e-04
29,Cu,K,0,50,100,1.024795,3.250e-05,0.000e+00,1.153e-04
29,Cu,K,50,150,10,1.091176,3.534e-05,0.000e+00,0.000e+00
29,Cu,K,50,150,30,1.078602,3.679e-05,0.000e+00,0.000e+00
29,Cu,K,50,150,100,1.041026,5.278e-05,0.000e+00,0.000e+00
29,Cu,L1,0,100,10,1.011782,2.522e-05,0.000e+00,1.292e-04
29,Cu,L1,0,100,30,0.964204,3.701e-05,0.000e+00,1.256e-04
29,Cu,L1,0,100,100,0.910668,2.093e-04,0.000e+00,1.206e-04
29,Cu,L1,0,200,10,1.017853,6.615e-05,0.000e+00,3.204e-05
29,Cu,L1,0,200,30,0.974898,6.997e-05,0.000e+00,3.107e-05
29,Cu,L1,0,200,100,0.923828,2.397e-04,0.000e+00,2.963e-05
29,Cu,L1,0,50,10,1.004025,1.645e-06,0.000e+00,1.222e-04
29,Cu,L1,0,50,30,0.950006,1.517e-05,0.000e+00,1.183e-04
29,Cu,L1,0,50,100,0.892086,2.066e-04,0.000e+00,1.135e-04
29,Cu,L1,50,150,10,1.022707,7.567e-05,0.000e+00,0.000e+00
29,Cu,L1,50,150,30,0.983958,7.767e-05,0.000e+00,0.000e+00
29,Cu,L1,50,150,100,0.935977,2.312e-04,0.000e+00,0.000e+00
29,Cu,L2,0,100,10,0.954892,7.080e-05,0.000e+00,1.151e-04
29,Cu,L2,0,100,30,0.933961,1.210e-04,0.000e+00,1.124e-04
29,Cu,L2,0,100,100,0.909246,1.814e-04,0.000e+00,1.108e-04
29,Cu,L2,0,200,10,0.985209,1.068e-04,0.000e+00,3.099e-05
29,Cu,L2,0,200,30,0.964017,1.486e-04,0.000e+00,2.963e-05
29,Cu,L2,0,200,100,0.936196,2.126e-04,0.000e+00,2.882e-05
29,Cu,L2,0,50,10,0.912329,6.917e-05,0.000e+00,1.019e-04
29,Cu,L2,0,50,30,0.892545,1.206e-04,0.000e+00,1.006e-04
29,Cu,L2,0,50,100,0.870881,1.830e-04,0.000e+00,9.988e-05
29,Cu,L2,50,150,10,1.024231,1.041e-04,0.000e+00,0.000e+00
29,Cu,L2,50,150,30,0.999954,1.451e-04,0.000e+00,0.000e+00
29,Cu,L2,50,150,100,0.968301,2.053e-04,0.000e+00,0.000e+00
29,Cu,L3,0,100,10,0.955499,7.201e-05,0.000e+00,1.200e-04
29,Cu,L3,0,100,30,0.934675,1.239e-04,0.000e+00,1.171e-04
29,Cu,L3,0,100,100,0.910434,1.845e-04,0.000e+00,1.155e-04
29,Cu,L3,0,200,10,0.985085,1.090e-04,0.000e+00,3.250e-05
29,Cu,L3,0,200,30,0.963996,1.507e-04,0.000e+00,3.106e-05
29,Cu,L3,0,200,100,0.936627,2.168e-04,0.000e+00,3.021e-05
29,Cu,L3,0,50,10,0.914141,7.033e-05,0.000e+00,1.056e-04
29,Cu,L3,0,50,30,0.894469,1.243e-04,0.000e+00,1.042e-04
29,Cu,L3,0,50,100,0.873286,1.840e-04,0.000e+00,1.035e-04
29,Cu,L3,50,150,10,1.023673,1.067e-04,0.000e+00,0.000e+00
29,Cu,L3,50,150,30,0.999470,1.449e-04,0.000e+00,0.000e+00
29,Cu,L3,50,150,100,0.968227,2.109e-04,0.000e+00,0.000e+00
30,Zn,K,0,100,10,1.085813,1.913e-05,0.000e+00,1.231e-04
30,Zn,K,0,100,30,1.074352,2.115e-05,0.000e+00,1.226e-04
30,Zn,K,0,100,100,1.037365,4.485e-05,0.000e+00,1.212e-04
30,Zn,K,0,200,10,1.088556,2.968e-05,0.000e+00,2.753e-05
30,Zn,K,0,200,30,1.077256,3.137e-05,0.000e+00,2.734e-05
30,Zn,K,0,200,100,1.040717,5.182e-05,0.000e+00,2.688e-05
30,Zn,K,0,50,10,1.084602,7.843e-06,0.000e+00,1.227e-04
30,Zn,K,0,50,30,1.072959,1.005e-05,0.000e+00,1.223e-04
30,Zn,K,0,50,100,1.035256,3.530e-05,0.000e+00,1.213e-04
30,Zn,K,50,150,10,1.088789,3.323e-05,0.000e+00,0.000e+00
30,Zn,K,50,150,30,1.077553,3.490e-05,0.000e+00,0.000e+00
30,Zn,K,50,150,100,1.041341,5.545e-05,0.000e+00,0.000e+00
30,Zn,L1,0,100,10,1.020474,2.761e-05,0.000e+00,1.338e-04
30,Zn,L1,0,100,30,0.979208,3.681e-05,0.000e+00,1.232e-04
30,Zn,L1,0,100,100,0.925426,2.165e-04,0.000e+00,1.092e-04
30,Zn,L1,0,200,10,1.023587,6.511e-05,0.000e+00,3.301e-05
30,Zn,L1,0,200,30,0.985652,6.944e-05,0.000e+00,3.019e-05
30,Zn,L1,0,200,100,0.933813,2.295e-04,0.000e+00,2.647e-05
30,Zn,L1,0,50,10,1.017953,3.289e-06,0.000e+00,1.265e-04
30,Zn,L1,0,50,30,0.971296,2.002e-05,0.000e+00,1.170e-04
30,Zn,L1,0,50,100,0.912554,2.192e-04,0.000e+00,1.045e-04
30,Zn,L1,50,150,10,1.024979,7.298e-05,0.000e+00,0.000e+00
30,Zn,L1,50,150,30,0.990297,7.521e-05,0.000e+00,0.000e+00
30,Zn,L1,50,150,100,0.941593,2.230e-04,0.000e+00,0.000e+00
30,Zn,L2,0,100,10,0.989639,9.059e-05,0.000e+00,7.238e-05
30,Zn,L2,0,100,30,0.967798,1.297e-04,0.000e+00,7.059e-05
30,Zn,L2,0,100,100,0.938316,1.928e-04,0.000e+00,6.953e-05
30,Zn,L2,0,200,10,1.011996,1.240e-04,0.000e+00,1.886e-05
30,Zn,L2,0,200,30,0.990103,1.587e-04,0.000e+00,1.803e-05
30,Zn,L2,0,200,100,0.957997,2.210e-04,0.000e+00,1.751e-05
30,Zn,L2,0,50,10,0.952895,8.404e-05,0.000e+00,6.713e-05
30,Zn,L2,0,50,30,0.931760,1.287e-04,0.000e+00,6.620e-05
