Z,element,channel,delta1_eV,delta2_eV,beta_mrad,sigma_ratio_db_over_temari,reconstruction_check_rel,clamp_weight_temari,clamp_weight_db
59,Pr,L2,0,100,30,1.097735,1.809e-05,0.000e+00,1.357e-04
59,Pr,L2,0,100,100,1.041966,5.610e-05,0.000e+00,1.338e-04
59,Pr,L2,0,200,10,1.109883,3.140e-05,0.000e+00,3.158e-05
59,Pr,L2,0,200,30,1.087102,3.391e-05,0.000e+00,3.116e-05
59,Pr,L2,0,200,100,1.032455,7.011e-05,0.000e+00,3.048e-05
59,Pr,L2,0,50,10,1.136715,1.408e-07,0.000e+00,1.316e-04
59,Pr,L2,0,50,30,1.112684,4.289e-06,0.000e+00,1.310e-04
59,Pr,L2,0,50,100,1.055401,4.448e-05,0.000e+00,1.297e-04
59,Pr,L2,50,150,10,1.101891,3.336e-05,0.000e+00,0.000e+00
59,Pr,L2,50,150,30,1.079514,3.566e-05,0.000e+00,0.000e+00
59,Pr,L2,50,150,100,1.025757,7.134e-05,0.000e+00,0.000e+00
59,Pr,L3,0,100,10,1.126613,1.516e-05,0.000e+00,1.384e-04
59,Pr,L3,0,100,30,1.101987,1.829e-05,0.000e+00,1.373e-04
59,Pr,L3,0,100,100,1.043970,6.519e-05,0.000e+00,1.356e-04
59,Pr,L3,0,200,10,1.115726,3.341e-05,0.000e+00,3.208e-05
59,Pr,L3,0,200,30,1.091718,3.556e-05,0.000e+00,3.163e-05
59,Pr,L3,0,200,100,1.034815,7.718e-05,0.000e+00,3.098e-05
59,Pr,L3,0,50,10,1.141565,2.496e-07,0.000e+00,1.330e-04
59,Pr,L3,0,50,30,1.116230,3.506e-06,0.000e+00,1.324e-04
59,Pr,L3,0,50,100,1.056699,5.377e-05,0.000e+00,1.314e-04
59,Pr,L3,50,150,10,1.108031,3.561e-05,0.000e+00,0.000e+00
59,Pr,L3,50,150,30,1.084459,3.758e-05,0.000e+00,0.000e+00
59,Pr,L3,50,150,100,1.028461,7.884e-05,0.000e+00,0.000e+00
59,Pr,M1,0,100,10,0.983507,1.207e-05,0.000e+00,1.311e-04
59,Pr,M1,0,100,30,0.925070,2.393e-05,0.000e+00,1.309e-04
59,Pr,M1,0,100,100,0.884533,2.804e-04,0.000e+00,1.257e-04
59,Pr,M1,0,200,10,0.982850,3.815e-05,0.000e+00,3.169e-05
59,Pr,M1,0,200,30,0.924638,5.309e-06,0.000e+00,3.138e-05
59,Pr,M1,0,200,100,0.884358,3.046e-04,0.000e+00,2.997e-05
59,Pr,M1,0,50,10,0.985543,2.363e-06,0.000e+00,1.246e-04
59,Pr,M1,0,50,30,0.927115,3.674e-05,0.000e+00,1.248e-04
59,Pr,M1,0,50,100,0.882734,2.824e-04,0.000e+00,1.203e-04
59,Pr,M1,50,150,10,0.981472,3.752e-05,0.000e+00,0.000e+00
59,Pr,M1,50,150,30,0.923061,6.151e-06,0.000e+00,0.000e+00
59,Pr,M1,50,150,100,0.885549,2.991e-04,0.000e+00,0.000e+00
59,Pr,M2,0,100,10,1.124120,4.103e-06,0.000e+00,1.406e-04
59,Pr,M2,0,100,30,1.049892,2.252e-05,0.000e+00,1.295e-04
59,Pr,M2,0,100,100,0.971755,2.453e-04,0.000e+00,1.176e-04
59,Pr,M2,0,200,10,1.113734,2.776e-05,0.000e+00,3.459e-05
59,Pr,M2,0,200,30,1.045763,4.436e-05,0.000e+00,3.165e-05
59,Pr,M2,0,200,100,0.970487,2.537e-04,0.000e+00,2.841e-05
59,Pr,M2,0,50,10,1.136129,2.130e-05,0.000e+00,1.314e-04
59,Pr,M2,0,50,30,1.052919,2.276e-05,0.000e+00,1.219e-04
59,Pr,M2,0,50,100,0.968280,2.490e-04,0.000e+00,1.119e-04
59,Pr,M2,50,150,10,1.107089,2.998e-05,0.000e+00,0.000e+00
59,Pr,M2,50,150,30,1.044491,3.802e-05,0.000e+00,0.000e+00
59,Pr,M2,50,150,100,0.973553,2.515e-04,0.000e+00,0.000e+00
59,Pr,M3,0,100,10,1.113822,6.013e-06,0.000e+00,1.462e-04
59,Pr,M3,0,100,30,1.047615,3.204e-05,0.000e+00,1.401e-04
59,Pr,M3,0,100,100,0.979411,2.341e-04,0.000e+00,1.332e-04
59,Pr,M3,0,200,10,1.103471,4.292e-05,0.000e+00,3.643e-05
59,Pr,M3,0,200,30,1.042184,6.160e-05,0.000e+00,3.468e-05
59,Pr,M3,0,200,100,0.975673,2.386e-04,0.000e+00,3.261e-05
59,Pr,M3,0,50,10,1.125917,1.464e-05,0.000e+00,1.355e-04
59,Pr,M3,0,50,30,1.052791,2.835e-05,0.000e+00,1.306e-04
59,Pr,M3,0,50,100,0.979983,2.384e-04,0.000e+00,1.253e-04
59,Pr,M3,50,150,10,1.096482,4.689e-05,0.000e+00,0.000e+00
59,Pr,M3,50,150,30,1.039483,5.865e-05,0.000e+00,0.000e+00
59,Pr,M3,50,150,100,0.976290,2.327e-04,0.000e+00,0.000e+00
59,Pr,M4,0,100,10,1.072602,1.006e-04,0.000e+00,9.512e-05
59,Pr,M4,0,100,30,1.043089,1.617e-04,0.000e+00,9.279e-05
59,Pr,M4,0,100,100,1.014919,2.094e-04,0.000e+00,9.173e-05
59,Pr,M4,0,200,10,1.083966,1.297e-04,0.000e+00,2.517e-05
59,Pr,M4,0,200,30,1.054649,1.813e-04,0.000e+00,2.404e-05
59,Pr,M4,0,200,100,1.024361,2.336e-04,0.000e+00,2.349e-05
59,Pr,M4,0,50,10,1.044564,1.231e-04,0.000e+00,8.733e-05
59,Pr,M4,0,50,30,1.015359,1.841e-04,0.000e+00,8.619e-05
59,Pr,M4,0,50,100,0.988849,2.342e-04,0.000e+00,8.571e-05
59,Pr,M4,50,150,10,1.107162,1.167e-04,0.000e+00,0.000e+00
59,Pr,M4,50,150,30,1.076575,1.700e-04,0.000e+00,0.000e+00
59,Pr,M4,50,150,100,1.044767,2.184e-04,0.000e+00,0.000e+00
59,Pr,M5,0,100,10,1.078172,1.002e-04,0.000e+00,1.263e-04
59,Pr,M5,0,100,30,1.048467,1.630e-04,0.000e+00,1.231e-04
59,Pr,M5,0,100,100,1.020758,2.110e-04,0.000e+00,1.217e-04
59,Pr,M5,0,200,10,1.086791,1.311e-04,0.000e+00,3.370e-05
59,Pr,M5,0,200,30,1.057297,1.823e-04,0.000e+00,3.219e-05
59,Pr,M5,0,200,100,1.027446,2.360e-04,0.000e+00,3.145e-05
59,Pr,M5,0,50,10,1.055905,1.210e-04,0.000e+00,1.145e-04
59,Pr,M5,0,50,30,1.026414,1.850e-04,0.000e+00,1.130e-04
59,Pr,M5,0,50,100,1.000332,2.329e-04,0.000e+00,1.123e-04
59,Pr,M5,50,150,10,1.105890,1.190e-04,0.000e+00,0.000e+00
59,Pr,M5,50,150,30,1.075361,1.685e-04,0.000e+00,0.000e+00
59,Pr,M5,50,150,100,1.044089,2.219e-04,0.000e+00,0.000e+00
60,Nd,L1,0,100,10,1.010069,1.061e-05,0.000e+00,1.223e-04
60,Nd,L1,0,100,30,0.989953,8.364e-06,0.000e+00,1.223e-04
60,Nd,L1,0,100,100,0.935430,1.629e-05,0.000e+00,1.244e-04
60,Nd,L1,0,200,10,1.008734,1.852e-05,0.000e+00,2.771e-05
60,Nd,L1,0,200,30,0.988514,1.657e-05,0.000e+00,2.763e-05
60,Nd,L1,0,200,100,0.932881,2.484e-05,0.000e+00,2.805e-05
60,Nd,L1,0,50,10,1.012615,9.743e-06,0.000e+00,1.203e-04
60,Nd,L1,0,50,30,0.992747,6.965e-06,0.000e+00,1.205e-04
60,Nd,L1,0,50,100,0.939521,1.432e-05,0.000e+00,1.224e-04
60,Nd,L1,50,150,10,1.007383,1.644e-05,0.000e+00,0.000e+00
60,Nd,L1,50,150,30,0.987023,1.469e-05,0.000e+00,0.000e+00
60,Nd,L1,50,150,100,0.930811,2.292e-05,0.000e+00,0.000e+00
60,Nd,L2,0,100,10,1.120560,1.366e-05,0.000e+00,1.391e-04
60,Nd,L2,0,100,30,1.097897,1.673e-05,0.000e+00,1.380e-04
60,Nd,L2,0,100,100,1.042311,4.872e-05,0.000e+00,1.357e-04
60,Nd,L2,0,200,10,1.108580,3.012e-05,0.000e+00,3.212e-05
60,Nd,L2,0,200,30,1.086559,3.243e-05,0.000e+00,3.169e-05
60,Nd,L2,0,200,100,1.032352,6.292e-05,0.000e+00,3.092e-05
60,Nd,L2,0,50,10,1.137469,8.610e-07,0.000e+00,1.338e-04
60,Nd,L2,0,50,30,1.114035,2.939e-06,0.000e+00,1.331e-04
60,Nd,L2,0,50,100,1.056539,3.672e-05,0.000e+00,1.315e-04
60,Nd,L2,50,150,10,1.099874,3.219e-05,0.000e+00,0.000e+00
60,Nd,L2,50,150,30,1.078315,3.421e-05,0.000e+00,0.000e+00
60,Nd,L2,50,150,100,1.025209,6.436e-05,0.000e+00,0.000e+00
60,Nd,L3,0,100,10,1.126099,1.402e-05,0.000e+00,1.408e-04
60,Nd,L3,0,100,30,1.102068,1.694e-05,0.000e+00,1.396e-04
60,Nd,L3,0,100,100,1.044067,6.322e-05,0.000e+00,1.373e-04
60,Nd,L3,0,200,10,1.114512,3.208e-05,0.000e+00,3.263e-05
60,Nd,L3,0,200,30,1.091182,3.410e-05,0.000e+00,3.216e-05
60,Nd,L3,0,200,100,1.034611,7.661e-05,0.000e+00,3.135e-05
60,Nd,L3,0,50,10,1.142246,1.383e-06,0.000e+00,1.352e-04
60,Nd,L3,0,50,30,1.117365,2.202e-06,0.000e+00,1.345e-04
60,Nd,L3,0,50,100,1.057360,5.139e-05,0.000e+00,1.330e-04
60,Nd,L3,50,150,10,1.106151,3.430e-05,0.000e+00,0.000e+00
60,Nd,L3,50,150,30,1.083334,3.612e-05,0.000e+00,0.000e+00
60,Nd,L3,50,150,100,1.027929,7.818e-05,0.000e+00,0.000e+00
60,Nd,M1,0,100,10,0.975420,1.135e-05,0.000e+00,1.305e-04
60,Nd,M1,0,100,30,0.919475,2.551e-05,0.000e+00,1.290e-04
60,Nd,M1,0,100,100,0.875491,2.314e-04,0.000e+00,1.149e-04
60,Nd,M1,0,200,10,0.974522,3.617e-05,0.000e+00,3.148e-05
60,Nd,M1,0,200,30,0.918157,3.787e-06,0.000e+00,3.086e-05
60,Nd,M1,0,200,100,0.876008,2.545e-04,0.000e+00,2.733e-05
60,Nd,M1,0,50,10,0.978001,2.228e-06,0.000e+00,1.242e-04
60,Nd,M1,0,50,30,0.922862,3.659e-05,0.000e+00,1.230e-04
60,Nd,M1,0,50,100,0.871966,2.257e-04,0.000e+00,1.104e-04
60,Nd,M1,50,150,10,0.972797,3.532e-05,0.000e+00,0.000e+00
60,Nd,M1,50,150,30,0.915780,3.392e-06,0.000e+00,0.000e+00
60,Nd,M1,50,150,100,0.878183,2.498e-04,0.000e+00,0.000e+00
60,Nd,M2,0,100,10,1.118613,5.260e-06,0.000e+00,1.409e-04
60,Nd,M2,0,100,30,1.040811,1.888e-05,0.000e+00,1.253e-04
60,Nd,M2,0,100,100,0.957299,2.399e-04,0.000e+00,1.081e-04
60,Nd,M2,0,200,10,1.108557,2.580e-05,0.000e+00,3.454e-05
60,Nd,M2,0,200,30,1.038970,4.069e-05,0.000e+00,3.046e-05
60,Nd,M2,0,200,100,0.960464,2.553e-04,0.000e+00,2.594e-05
60,Nd,M2,0,50,10,1.130290,2.206e-05,0.000e+00,1.318e-04
60,Nd,M2,0,50,30,1.040216,1.266e-05,0.000e+00,1.185e-04
60,Nd,M2,0,50,100,0.946735,2.465e-04,0.000e+00,1.038e-04
60,Nd,M2,50,150,10,1.102110,2.785e-05,0.000e+00,0.000e+00
60,Nd,M2,50,150,30,1.039905,3.893e-05,0.000e+00,0.000e+00
60,Nd,M2,50,150,100,0.967772,2.505e-04,0.000e+00,0.000e+00
60,Nd,M3,0,100,10,1.107792,5.688e-06,0.000e+00,1.461e-04
60,Nd,M3,0,100,30,1.038277,3.317e-05,0.000e+00,1.343e-04
60,Nd,M3,0,100,100,0.965209,2.437e-04,0.000e+00,1.212e-04
60,Nd,M3,0,200,10,1.097754,4.162e-05,0.000e+00,3.628e-05
60,Nd,M3,0,200,30,1.035011,6.003e-05,0.000e+00,3.307e-05
60,Nd,M3,0,200,100,0.965637,2.504e-04,0.000e+00,2.949e-05
60,Nd,M3,0,50,10,1.119583,1.477e-05,0.000e+00,1.356e-04
60,Nd,M3,0,50,30,1.040002,2.968e-05,0.000e+00,1.258e-04
60,Nd,M3,0,50,100,0.959094,2.449e-04,0.000e+00,1.150e-04
60,Nd,M3,50,150,10,1.090955,4.554e-05,0.000e+00,0.000e+00
60,Nd,M3,50,150,30,1.034480,5.570e-05,0.000e+00,0.000e+00
60,Nd,M3,50,150,100,0.970375,2.491e-04,0.000e+00,0.000e+00
60,Nd,M4,0,100,10,1.036199,9.981e-05,0.000e+00,6.682e-05
60,Nd,M4,0,100,30,1.008746,1.491e-04,0.000e+00,6.520e-05
60,Nd,M4,0,100,100,0.981438,2.050e-04,0.000e+00,6.447e-05
60,Nd,M4,0,200,10,1.058925,1.272e-04,0.000e+00,1.740e-05
60,Nd,M4,0,200,30,1.031500,1.716e-04,0.000e+00,1.663e-05
60,Nd,M4,0,200,100,1.001945,2.274e-04,0.000e+00,1.626e-05
60,Nd,M4,0,50,10,0.989716,1.226e-04,0.000e+00,6.279e-05
60,Nd,M4,0,50,30,0.962949,1.720e-04,0.000e+00,6.198e-05
60,Nd,M4,0,50,100,0.937639,2.298e-04,0.000e+00,6.165e-05
60,Nd,M4,50,150,10,1.095861,1.144e-04,0.000e+00,0.000e+00
60,Nd,M4,50,150,30,1.066290,1.625e-04,0.000e+00,0.000e+00
60,Nd,M4,50,150,100,1.034601,2.137e-04,0.000e+00,0.000e+00
60,Nd,M5,0,100,10,1.039833,9.799e-05,0.000e+00,8.800e-05
60,Nd,M5,0,100,30,1.012310,1.493e-04,0.000e+00,8.584e-05
60,Nd,M5,0,100,100,0.985577,2.050e-04,0.000e+00,8.486e-05
60,Nd,M5,0,200,10,1.060345,1.274e-04,0.000e+00,2.312e-05
60,Nd,M5,0,200,30,1.032864,1.732e-04,0.000e+00,2.209e-05
60,Nd,M5,0,200,100,1.003845,2.299e-04,0.000e+00,2.159e-05
60,Nd,M5,0,50,10,0.998193,1.180e-04,0.000e+00,8.164e-05
60,Nd,M5,0,50,30,0.971280,1.667e-04,0.000e+00,8.057e-05
60,Nd,M5,0,50,100,0.946549,2.268e-04,0.000e+00,8.013e-05
60,Nd,M5,50,150,10,1.094375,1.159e-04,0.000e+00,0.000e+00
60,Nd,M5,50,150,30,1.064898,1.673e-04,0.000e+00,0.000e+00
60,Nd,M5,50,150,100,1.033767,2.174e-04,0.000e+00,0.000e+00
61,Pm,L1,0,100,10,1.006605,1.088e-05,0.000e+00,1.223e-04
61,Pm,L1,0,100,30,0.987254,8.510e-06,0.000e+00,1.224e-04
61,Pm,L1,0,100,100,0.933191,1.667e-05,0.000e+00,1.248e-04
61,Pm,L1,0,200,10,1.005250,1.818e-05,0.000e+00,2.768e-05
61,Pm,L1,0,200,30,0.985790,1.612e-05,0.000e+00,2.762e-05
61,Pm,L1,0,200,100,0.930717,2.417e-05,0.000e+00,2.810e-05
61,Pm,L1,0,50,10,1.009200,1.009e-05,0.000e+00,1.203e-04
61,Pm,L1,0,50,30,0.990105,7.277e-06,0.000e+00,1.206e-04
61,Pm,L1,0,50,100,0.937206,1.424e-05,0.000e+00,1.228e-04
61,Pm,L1,50,150,10,1.003876,1.615e-05,0.000e+00,0.000e+00
61,Pm,L1,50,150,30,0.984271,1.421e-05,0.000e+00,0.000e+00
61,Pm,L1,50,150,100,0.928683,2.285e-05,0.000e+00,0.000e+00
61,Pm,L2,0,100,10,1.120125,1.269e-05,0.000e+00,1.417e-04
61,Pm,L2,0,100,30,1.098157,1.551e-05,0.000e+00,1.405e-04
61,Pm,L2,0,100,100,1.042768,4.409e-05,0.000e+00,1.380e-04
61,Pm,L2,0,200,10,1.107403,2.890e-05,0.000e+00,3.269e-05
61,Pm,L2,0,200,30,1.086129,3.109e-05,0.000e+00,3.227e-05
61,Pm,L2,0,200,100,1.032360,5.691e-05,0.000e+00,3.144e-05
61,Pm,L2,0,50,10,1.138252,1.720e-06,0.000e+00,1.361e-04
61,Pm,L2,0,50,30,1.115426,1.762e-06,0.000e+00,1.354e-04
61,Pm,L2,0,50,100,1.057766,3.270e-05,0.000e+00,1.336e-04
61,Pm,L2,50,150,10,1.098036,3.094e-05,0.000e+00,0.000e+00
61,Pm,L2,50,150,30,1.077272,3.288e-05,0.000e+00,0.000e+00
61,Pm,L2,50,150,100,1.024794,5.818e-05,0.000e+00,0.000e+00
61,Pm,L3,0,100,10,1.125670,1.310e-05,0.000e+00,1.435e-04
61,Pm,L3,0,100,30,1.102233,1.583e-05,0.000e+00,1.422e-04
61,Pm,L3,0,100,100,1.044255,5.485e-05,0.000e+00,1.396e-04
61,Pm,L3,0,200,10,1.113414,3.104e-05,0.000e+00,3.322e-05
61,Pm,L3,0,200,30,1.090752,3.284e-05,0.000e+00,3.274e-05
61,Pm,L3,0,200,100,1.034505,6.979e-05,0.000e+00,3.186e-05
61,Pm,L3,0,50,10,1.142922,2.317e-06,0.000e+00,1.377e-04
61,Pm,L3,0,50,30,1.118513,1.101e-06,0.000e+00,1.369e-04
61,Pm,L3,0,50,100,1.058076,4.248e-05,0.000e+00,1.350e-04
61,Pm,L3,50,150,10,1.104447,3.333e-05,0.000e+00,0.000e+00
61,Pm,L3,50,150,30,1.082366,3.490e-05,0.000e+00,0.000e+00
61,Pm,L3,50,150,100,1.027524,7.129e-05,0.000e+00,0.000e+00
61,Pm,M1,0,100,10,0.966175,1.078e-05,0.000e+00,1.303e-04
61,Pm,M1,0,100,30,0.909093,2.424e-05,0.000e+00,1.289e-04
61,Pm,M1,0,100,100,0.858652,2.033e-04,0.000e+00,1.107e-04
61,Pm,M1,0,200,10,0.965806,3.463e-05,0.000e+00,3.132e-05
61,Pm,M1,0,200,30,0.909587,3.609e-06,0.000e+00,3.067e-05
61,Pm,M1,0,200,100,0.864262,2.296e-04,0.000e+00,2.613e-05
61,Pm,M1,0,50,10,0.968079,1.866e-06,0.000e+00,1.243e-04
61,Pm,M1,0,50,30,0.909927,3.476e-05,0.000e+00,1.234e-04
61,Pm,M1,0,50,100,0.847565,2.084e-04,0.000e+00,1.074e-04
61,Pm,M1,50,150,10,0.964491,3.381e-05,0.000e+00,0.000e+00
61,Pm,M1,50,150,30,0.908801,2.946e-06,0.000e+00,0.000e+00
61,Pm,M1,50,150,100,0.871056,2.218e-04,0.000e+00,0.000e+00
61,Pm,M2,0,100,10,1.113971,5.836e-06,0.000e+00,1.422e-04
61,Pm,M2,0,100,30,1.033219,1.396e-05,0.000e+00,1.244e-04
61,Pm,M2,0,100,100,0.944490,2.279e-04,0.000e+00,1.038e-04
61,Pm,M2,0,200,10,1.104115,2.449e-05,0.000e+00,3.475e-05
61,Pm,M2,0,200,30,1.033226,3.636e-05,0.000e+00,3.010e-05
61,Pm,M2,0,200,100,0.951516,2.451e-04,0.000e+00,2.477e-05
61,Pm,M2,0,50,10,1.125535,2.241e-05,0.000e+00,1.332e-04
61,Pm,M2,0,50,30,1.029886,6.056e-06,0.000e+00,1.181e-04
61,Pm,M2,0,50,100,0.928046,2.328e-04,0.000e+00,1.004e-04
61,Pm,M2,50,150,10,1.097736,2.650e-05,0.000e+00,0.000e+00
61,Pm,M2,50,150,30,1.035806,3.610e-05,0.000e+00,0.000e+00
61,Pm,M2,50,150,100,0.962300,2.406e-04,0.000e+00,0.000e+00
61,Pm,M3,0,100,10,1.102654,4.614e-06,0.000e+00,1.473e-04
61,Pm,M3,0,100,30,1.030481,3.015e-05,0.000e+00,1.327e-04
61,Pm,M3,0,100,100,0.952774,2.392e-04,0.000e+00,1.161e-04
61,Pm,M3,0,200,10,1.092801,4.012e-05,0.000e+00,3.648e-05
61,Pm,M3,0,200,30,1.028938,5.599e-05,0.000e+00,3.255e-05
61,Pm,M3,0,200,100,0.956775,2.531e-04,0.000e+00,2.808e-05
61,Pm,M3,0,50,10,1.114353,1.557e-05,0.000e+00,1.369e-04
61,Pm,M3,0,50,30,1.029623,2.294e-05,0.000e+00,1.248e-04
61,Pm,M3,0,50,100,0.941206,2.410e-04,0.000e+00,1.108e-04
61,Pm,M3,50,150,10,1.086061,4.383e-05,0.000e+00,0.000e+00
61,Pm,M3,50,150,30,1.030008,5.362e-05,0.000e+00,0.000e+00
61,Pm,M3,50,150,100,0.964842,2.505e-04,0.000e+00,0.000e+00
61,Pm,M4,0,100,10,1.004727,9.777e-05,0.000e+00,5.149e-05
61,Pm,M4,0,100,30,0.978990,1.471e-04,0.000e+00,5.026e-05
61,Pm,M4,0,100,100,0.952413,2.025e-04,0.000e+00,4.972e-05
61,Pm,M4,0,200,10,1.037261,1.239e-04,0.000e+00,1.322e-05
61,Pm,M4,0,200,30,1.011408,1.696e-04,0.000e+00,1.264e-05
61,Pm,M4,0,200,100,0.982463,2.226e-04,0.000e+00,1.236e-05
61,Pm,M4,0,50,10,0.943095,1.195e-04,0.000e+00,4.937e-05
61,Pm,M4,0,50,30,0.918347,1.777e-04,0.000e+00,4.874e-05
61,Pm,M4,0,50,100,0.894055,2.282e-04,0.000e+00,4.850e-05
61,Pm,M4,50,150,10,1.085223,1.119e-04,0.000e+00,0.000e+00
61,Pm,M4,50,150,30,1.056547,1.533e-04,0.000e+00,0.000e+00
61,Pm,M4,50,150,100,1.024974,2.085e-04,0.000e+00,0.000e+00
61,Pm,M5,0,100,10,1.006812,9.542e-05,0.000e+00,6.799e-05
61,Pm,M5,0,100,30,0.981102,1.441e-04,0.000e+00,6.633e-05
61,Pm,M5,0,100,100,0.955210,2.011e-04,0.000e+00,6.560e-05
61,Pm,M5,0,200,10,1.037519,1.238e-04,0.000e+00,1.762e-05
61,Pm,M5,0,200,30,1.011705,1.689e-04,0.000e+00,1.684e-05
61,Pm,M5,0,200,100,0.983392,2.235e-04,0.000e+00,1.646e-05
61,Pm,M5,0,50,10,0.949418,1.134e-04,0.000e+00,6.431e-05
61,Pm,M5,0,50,30,0.924629,1.661e-04,0.000e+00,6.346e-05
61,Pm,M5,0,50,100,0.901046,2.227e-04,0.000e+00,6.314e-05
61,Pm,M5,50,150,10,1.083535,1.137e-04,0.000e+00,0.000e+00
61,Pm,M5,50,150,30,1.054979,1.593e-04,0.000e+00,0.000e+00
61,Pm,M5,50,150,100,1.023994,2.114e-04,0.000e+00,0.000e+00
62,Sm,L1,0,100,10,1.003199,1.078e-05,0.000e+00,1.223e-04
62,Sm,L1,0,100,30,0.984594,8.505e-06,0.000e+00,1.225e-04
62,Sm,L1,0,100,100,0.930999,1.462e-05,0.000e+00,1.253e-04
62,Sm,L1,0,200,10,1.001812,1.761e-05,0.000e+00,2.767e-05
62,Sm,L1,0,200,30,0.983091,1.561e-05,0.000e+00,2.763e-05
62,Sm,L1,0,200,100,0.928583,2.122e-05,0.000e+00,2.820e-05
62,Sm,L1,0,50,10,1.005855,1.009e-05,0.000e+00,1.204e-04
62,Sm,L1,0,50,30,0.987511,7.339e-06,0.000e+00,1.207e-04
62,Sm,L1,0,50,100,0.934955,1.269e-05,0.000e+00,1.233e-04
62,Sm,L1,50,150,10,1.000413,1.556e-05,0.000e+00,0.000e+00
62,Sm,L1,50,150,30,0.981546,1.372e-05,0.000e+00,0.000e+00
62,Sm,L1,50,150,100,0.926581,1.964e-05,0.000e+00,0.000e+00
62,Sm,L2,0,100,10,1.119784,1.178e-05,0.000e+00,1.444e-04
62,Sm,L2,0,100,30,1.098503,1.455e-05,0.000e+00,1.433e-04
62,Sm,L2,0,100,100,1.043320,4.971e-05,0.000e+00,1.406e-04
62,Sm,L2,0,200,10,1.106305,2.790e-05,0.000e+00,3.331e-05
62,Sm,L2,0,200,30,1.085765,3.000e-05,0.000e+00,3.290e-05
62,Sm,L2,0,200,100,1.032443,5.939e-05,0.000e+00,3.203e-05
62,Sm,L2,0,50,10,1.139081,2.527e-06,0.000e+00,1.386e-04
62,Sm,L2,0,50,30,1.116864,7.335e-07,0.000e+00,1.379e-04
62,Sm,L2,0,50,100,1.059066,3.927e-05,0.000e+00,1.360e-04
62,Sm,L2,50,150,10,1.096321,2.996e-05,0.000e+00,0.000e+00
62,Sm,L2,50,150,30,1.076333,3.195e-05,0.000e+00,0.000e+00
62,Sm,L2,50,150,100,1.024483,6.118e-05,0.000e+00,0.000e+00
62,Sm,L3,0,100,10,1.125319,1.206e-05,0.000e+00,1.463e-04
62,Sm,L3,0,100,30,1.102467,1.444e-05,0.000e+00,1.450e-04
62,Sm,L3,0,100,100,1.044480,4.814e-05,0.000e+00,1.421e-04
62,Sm,L3,0,200,10,1.112391,2.986e-05,0.000e+00,3.386e-05
62,Sm,L3,0,200,30,1.090383,3.146e-05,0.000e+00,3.337e-05
62,Sm,L3,0,200,100,1.034434,6.323e-05,0.000e+00,3.243e-05
62,Sm,L3,0,50,10,1.143611,3.367e-06,0.000e+00,1.402e-04
62,Sm,L3,0,50,30,1.119672,2.881e-07,0.000e+00,1.394e-04
62,Sm,L3,0,50,100,1.058780,3.538e-05,0.000e+00,1.374e-04
62,Sm,L3,50,150,10,1.102873,3.227e-05,0.000e+00,0.000e+00
62,Sm,L3,50,150,30,1.081508,3.361e-05,0.000e+00,0.000e+00
62,Sm,L3,50,150,100,1.027195,6.499e-05,0.000e+00,0.000e+00
62,Sm,M1,0,100,10,0.958065,9.968e-06,0.000e+00,1.301e-04
62,Sm,M1,0,100,30,0.901937,2.326e-05,0.000e+00,1.288e-04
62,Sm,M1,0,100,100,0.847361,1.977e-04,0.000e+00,1.083e-04
62,Sm,M1,0,200,10,0.957777,3.280e-05,0.000e+00,3.116e-05
62,Sm,M1,0,200,30,0.902662,2.873e-06,0.000e+00,3.056e-05
62,Sm,M1,0,200,100,0.855232,2.111e-04,0.000e+00,2.546e-05
62,Sm,M1,0,50,10,0.959951,1.461e-06,0.000e+00,1.242e-04
62,Sm,M1,0,50,30,0.902479,3.306e-05,0.000e+00,1.236e-04
62,Sm,M1,0,50,100,0.832759,2.095e-04,0.000e+00,1.055e-04
62,Sm,M1,50,150,10,0.956460,3.177e-05,0.000e+00,0.000e+00
62,Sm,M1,50,150,30,0.902039,1.647e-06,0.000e+00,0.000e+00
62,Sm,M1,50,150,100,0.864063,1.994e-04,0.000e+00,0.000e+00
62,Sm,M2,0,100,10,1.109934,7.339e-06,0.000e+00,1.441e-04
62,Sm,M2,0,100,30,1.026536,9.255e-06,0.000e+00,1.250e-04
62,Sm,M2,0,100,100,0.932538,2.012e-04,0.000e+00,1.020e-04
62,Sm,M2,0,200,10,1.100194,2.239e-05,0.000e+00,3.512e-05
62,Sm,M2,0,200,30,1.028146,3.228e-05,0.000e+00,3.014e-05
62,Sm,M2,0,200,100,0.943163,2.211e-04,0.000e+00,2.419e-05
62,Sm,M2,0,50,10,1.121493,2.381e-05,0.000e+00,1.351e-04
62,Sm,M2,0,50,30,1.020940,2.145e-06,0.000e+00,1.191e-04
62,Sm,M2,0,50,100,0.910848,2.050e-04,0.000e+00,9.926e-05
62,Sm,M2,50,150,10,1.093828,2.439e-05,0.000e+00,0.000e+00
62,Sm,M2,50,150,30,1.032070,3.170e-05,0.000e+00,0.000e+00
62,Sm,M2,50,150,100,0.957030,2.164e-04,0.000e+00,0.000e+00
62,Sm,M3,0,100,10,1.098137,3.409e-06,0.000e+00,1.493e-04
62,Sm,M3,0,100,30,1.023613,2.482e-05,0.000e+00,1.331e-04
62,Sm,M3,0,100,100,0.941272,2.306e-04,0.000e+00,1.140e-04
62,Sm,M3,0,200,10,1.088386,3.831e-05,0.000e+00,3.685e-05
